dataset_id,data_kind,date,method,index,frac_index,eigenvalue,whitened_score,squared_score,leverage,expected_increment,cumulative_squared_score,expected,scaled_cumulative,scaled_expected,scaled_band_lower,scaled_band_upper
real_20240707,real,2024-07-07,adapted,1,0.0001937968075,65.6822007,-1.367888957,1.871120198,0.3815943871,0.6184056129,1.871120198,0.6184056129,0.0005863742393,0.0001937968075,-0.03380658779,0.03419418141
real_20240707,real,2024-07-07,adapted,2,0.0004153239693,63.82832657,-3.659234627,13.38999805,0.2931068269,0.7068931731,15.26111825,1.325298786,0.004782550377,0.0004153239693,-0.03358506063,0.03441570857
real_20240707,real,2024-07-07,adapted,3,0.0007227669185,63.18734944,-7.882987351,62.14148957,0.01894954916,0.9810504508,77.40260783,2.306349237,0.02425653645,0.0007227669185,-0.03327761768,0.03472315152
real_20240707,real,2024-07-07,adapted,4,0.0009676915989,62.80560152,-4.860072005,23.62029989,0.2184453446,0.7815546554,101.0229077,3.087903892,0.03165869875,0.0009676915989,-0.033032693,0.0349680762
real_20240707,real,2024-07-07,adapted,5,0.001255551677,61.60443999,2.104472117,4.428802891,0.081438491,0.918561509,105.4517106,4.006465401,0.03304660314,0.001255551677,-0.03274483292,0.03525593628
real_20240707,real,2024-07-07,adapted,6,0.001549993727,61.23095741,2.61309763,6.828279225,0.06043541951,0.9395645805,112.2799898,4.946029982,0.03518645874,0.001549993727,-0.03245039087,0.03555037833
real_20240707,real,2024-07-07,adapted,7,0.001832256093,60.22213026,-5.417538705,29.34972562,0.09930078833,0.9006992117,141.6297155,5.846729193,0.04438411641,0.001832256093,-0.03216812851,0.03583264069
real_20240707,real,2024-07-07,adapted,8,0.002144321008,59.7803276,2.974762459,8.849211689,0.004200857696,0.9957991423,150.4789271,6.842528336,0.04715729463,0.002144321008,-0.03185606359,0.03614470561
real_20240707,real,2024-07-07,adapted,9,0.00243839809,59.32710131,0.2498329223,0.06241648905,0.06160002917,0.9383999708,150.5413436,7.780928307,0.04717685479,0.00243839809,-0.03156198651,0.03643878269
real_20240707,real,2024-07-07,adapted,10,0.00274741865,58.44714821,1.475799069,2.177982891,0.01391539457,0.9860846054,152.7193265,8.767012912,0.04785939409,0.00274741865,-0.03125296595,0.03674780325
real_20240707,real,2024-07-07,adapted,11,0.003054703636,58.37923328,7.678756676,58.9633041,0.01945361016,0.9805463898,211.6826306,9.747559302,0.066337396,0.003054703636,-0.03094568096,0.03705508824
real_20240707,real,2024-07-07,adapted,12,0.003364660868,57.83910988,-0.5087180921,0.2587940972,0.01092647221,0.9890735278,211.9414247,10.73663283,0.06641849725,0.003364660868,-0.03063572373,0.03736504547
real_20240707,real,2024-07-07,adapted,13,0.003667236482,57.31894764,-1.681496748,2.827431313,0.0344812154,0.9655187846,214.768856,11.70215161,0.06730456159,0.003667236482,-0.03033314812,0.03766762108
real_20240707,real,2024-07-07,adapted,14,0.003971069316,56.56561811,2.649460578,7.019641352,0.03046942565,0.9695305743,221.7884974,12.67168219,0.06950438652,0.003971069316,-0.03002931528,0.03797145392
real_20240707,real,2024-07-07,adapted,15,0.004280192722,56.12731471,1.520548899,2.312068956,0.01358721199,0.986412788,224.1005663,13.65809498,0.07022894589,0.004280192722,-0.02972019188,0.03828057732
real_20240707,real,2024-07-07,adapted,16,0.004590553545,55.81190912,-1.638160727,2.683570569,0.009638614059,0.9903613859,226.7841369,14.64845636,0.07106992695,0.004590553545,-0.02940983106,0.03859093815
real_20240707,real,2024-07-07,adapted,17,0.004894335285,55.16036332,0.8107020888,0.6572378767,0.03063246839,0.9693675316,227.4413748,15.61782389,0.07127589307,0.004894335285,-0.02910604932,0.03889471989
real_20240707,real,2024-07-07,adapted,18,0.00520632936,54.61879544,7.131617751,50.85997175,0.004426907256,0.9955730927,278.3013465,16.61339699,0.08721446147,0.00520632936,-0.02879405524,0.03920671396
real_20240707,real,2024-07-07,adapted,19,0.00551387225,54.56654547,2.419366314,5.853333364,0.01863063653,0.9813693635,284.1546799,17.59476635,0.08904878718,0.00551387225,-0.02848651235,0.03951425685
real_20240707,real,2024-07-07,adapted,20,0.005823034327,53.91866909,-2.391787938,5.720649539,0.01346381377,0.9865361862,289.8753294,18.58130254,0.09084153226,0.005823034327,-0.02817735027,0.03982341893
real_20240707,real,2024-07-07,adapted,21,0.006126153233,53.57677313,0.1933323818,0.03737740985,0.03274757159,0.9672524284,289.9127068,19.54855496,0.09085324564,0.006126153233,-0.02787423137,0.04012653783
real_20240707,real,2024-07-07,adapted,22,0.006437260377,53.18448173,-0.960299795,0.9221756963,0.007257101199,0.9927428988,290.8348825,20.54129786,0.09114223834,0.006437260377,-0.02756312422,0.04043764498
real_20240707,real,2024-07-07,adapted,23,0.006748784548,52.63279324,0.9310412948,0.8668378926,0.005926371512,0.9940736285,291.7017204,21.53537149,0.0914138892,0.006748784548,-0.02725160005,0.04074916915
real_20240707,real,2024-07-07,adapted,24,0.007061796147,51.99768451,1.875332756,3.516872947,0.001179988256,0.9988200117,295.2185934,22.5341915,0.09251601172,0.007061796147,-0.02693858845,0.04106218075
real_20240707,real,2024-07-07,adapted,25,0.00736642977,51.8563034,0.1588057309,0.02521926015,0.02791410806,0.9720858919,295.2438126,23.5062774,0.09252391496,0.00736642977,-0.02663395483,0.04136681437
real_20240707,real,2024-07-07,adapted,26,0.007679042765,51.56469235,-0.9276825743,0.8605949586,0.002451932158,0.9975480678,296.1044076,24.50382546,0.0927936094,0.007679042765,-0.02632134184,0.04167942737
real_20240707,real,2024-07-07,adapted,27,0.007989892369,51.14595413,-2.648423549,7.014147295,0.008078912943,0.9919210871,303.1185549,25.49574655,0.0949917126,0.007989892369,-0.02601049223,0.04199027697
real_20240707,real,2024-07-07,adapted,28,0.008296821526,51.04966533,-1.314087265,1.72682534,0.02058906158,0.9794109384,304.8453802,26.47515749,0.09553286751,0.008296821526,-0.02570356307,0.04229720613
real_20240707,real,2024-07-07,adapted,29,0.008607920678,50.7438145,1.654663982,2.737912893,0.007282605374,0.9927173946,307.5832931,27.46787488,0.09639087845,0.008607920678,-0.02539246392,0.04260830528
real_20240707,real,2024-07-07,adapted,30,0.008915269461,50.09860023,0.5394852376,0.2910443216,0.01925003456,0.9807499654,307.8743375,28.44862485,0.09648208632,0.008915269461,-0.02508511514,0.04291565406
real_20240707,real,2024-07-07,adapted,31,0.009227368437,49.55807248,3.308922011,10.94896487,0.004092165811,0.9959078342,318.8233023,29.44453268,0.0999132881,0.009227368437,-0.02477301616,0.04322775304
real_20240707,real,2024-07-07,adapted,32,0.009537814113,49.46676563,1.214552583,1.475137978,0.009367848911,0.9906321511,320.2984403,30.43516483,0.1003755689,0.009537814113,-0.02446257049,0.04353819871
