date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,gc_alpha,parameter,estimate,loss,n_grid,n_valid
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,sigmasq,14.0604,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,range_lat,1.9192,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,range_lon,3.1911,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,phi1,4.4062,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,phi2,0.3134,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,phi3,2.7645,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta4p0,0.8000,nugget,0.0000,1.7168,300,300
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,sigmasq,13.8836,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,range_lat,1.9342,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,range_lon,2.4981,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,phi1,5.5578,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,phi2,0.4003,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,phi3,1.6681,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,cauchy_beta4p0,0.8000,nugget,0.0000,1.5956,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,sigmasq,17.2409,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,range_lat,0.8453,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,range_lon,1.3602,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,phi1,12.6753,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,phi2,0.7352,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,phi3,2.5894,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,cauchy_beta4p0,0.8000,nugget,0.0000,1.8040,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,sigmasq,13.3176,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,range_lat,0.8184,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,range_lon,1.1919,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,phi1,11.1735,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,phi2,0.8390,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,phi3,2.1211,1.5275,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,cauchy_beta4p0,0.8000,nugget,0.0000,1.5275,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,sigmasq,15.8762,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,range_lat,2.2448,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,range_lon,3.7242,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,phi1,4.2629,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,phi2,0.2685,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,phi3,2.7524,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,cauchy_beta4p0,0.8000,nugget,0.0000,1.7537,300,293
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,sigmasq,15.1856,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,range_lat,1.8827,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,range_lon,2.5813,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,phi1,5.8828,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,phi2,0.3874,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,phi3,1.8798,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,cauchy_beta4p0,0.8000,nugget,0.0000,1.8465,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,sigmasq,14.6502,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,range_lat,1.3409,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,range_lon,1.9628,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,phi1,7.4641,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,phi2,0.5095,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,phi3,2.1427,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,cauchy_beta4p0,0.8000,nugget,0.0000,1.6936,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,sigmasq,14.2522,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,range_lat,1.1130,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,range_lon,1.5562,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,phi1,9.1581,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,phi2,0.6426,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,phi3,1.9549,1.3639,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,cauchy_beta4p0,0.8000,nugget,0.0000,1.3639,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,sigmasq,18.0803,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,range_lat,1.9317,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,range_lon,2.6985,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,phi1,6.7002,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,phi2,0.3706,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,phi3,1.9514,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,cauchy_beta4p0,0.8000,nugget,0.0000,1.8594,300,272
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,sigmasq,17.6105,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,range_lat,1.7148,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,range_lon,2.4646,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,phi1,7.1455,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,phi2,0.4058,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,phi3,2.0657,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,cauchy_beta4p0,0.8000,nugget,0.0000,1.9139,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_beta4p0,0.8000,sigmasq,16.4127,1.7424,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_beta4p0,0.8000,range_lat,1.3857,1.7424,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_beta4p0,0.8000,range_lon,1.8554,1.7424,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_beta4p0,0.8000,gc_alpha,0.8000,1.7424,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_beta4p0,0.8000,gc_beta,4.0000,1.7424,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_beta4p0,0.8000,phi1,8.8458,1.7424,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_beta4p0,0.8000,phi2,0.5390,1.7424,4560,4183
