index,frac_index,conditional_eigenvalue,local_eigen_rank,leverage,expected_increment,y2,cumsum_y2,scaled_cumsum,expected,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
1,0.000007,45.497844,1,0.003607,0.996393,15.971075,15.971075,0.000113,0.996393,0.000007,-720.951774,722.944560,-0.005103,0.005117
2,0.000014,45.489906,1,0.003972,0.996028,4.713395,20.684470,0.000146,1.992421,0.000014,-719.955746,723.940588,-0.005096,0.005124
3,0.000021,45.489528,1,0.004338,0.995662,0.009306,20.693777,0.000146,2.988083,0.000021,-718.960084,724.936250,-0.005088,0.005131
4,0.000028,45.485214,1,0.003574,0.996426,2.809129,23.502906,0.000166,3.984508,0.000028,-717.963659,725.932675,-0.005081,0.005138
5,0.000035,45.482333,1,0.005224,0.994776,3.219802,26.722707,0.000189,4.979284,0.000035,-716.968883,726.927451,-0.005074,0.005145
6,0.000042,45.476937,1,0.005172,0.994828,0.679449,27.402156,0.000194,5.974112,0.000042,-715.974055,727.922279,-0.005067,0.005152
7,0.000049,45.476740,1,0.003909,0.996091,1.252624,28.654780,0.000203,6.970204,0.000049,-714.977963,728.918371,-0.005060,0.005159
8,0.000056,45.476218,1,0.004535,0.995465,6.809668,35.464447,0.000251,7.965669,0.000056,-713.982498,729.913836,-0.005053,0.005166
9,0.000063,45.473730,1,0.004369,0.995631,0.316819,35.781266,0.000253,8.961300,0.000063,-712.986867,730.909467,-0.005046,0.005173
10,0.000070,45.471746,1,0.003575,0.996425,0.236337,36.017603,0.000255,9.957725,0.000070,-711.990442,731.905892,-0.005039,0.005180
11,0.000078,45.469855,1,0.005435,0.994565,0.315990,36.333593,0.000257,10.952290,0.000078,-710.995877,732.900457,-0.005032,0.005187
12,0.000085,45.469320,1,0.004347,0.995653,0.041876,36.375469,0.000257,11.947943,0.000085,-710.000224,733.896110,-0.005025,0.005194
13,0.000092,45.468300,1,0.005589,0.994411,12.046317,48.421786,0.000343,12.942354,0.000092,-709.005813,734.890521,-0.005018,0.005201
14,0.000099,45.459311,1,0.003880,0.996120,6.417124,54.838910,0.000388,13.938474,0.000099,-708.009693,735.886641,-0.005011,0.005208
15,0.000106,45.458467,1,0.003713,0.996287,3.288436,58.127346,0.000411,14.934761,0.000106,-707.013406,736.882928,-0.005004,0.005215
16,0.000113,45.458444,1,0.004125,0.995875,0.311297,58.438643,0.000414,15.930636,0.000113,-706.017531,737.878803,-0.004997,0.005222
17,0.000120,45.451507,1,0.005513,0.994487,0.032281,58.470924,0.000414,16.925123,0.000120,-705.023044,738.873290,-0.004990,0.005229
18,0.000127,45.448884,1,0.003898,0.996102,0.381431,58.852354,0.000417,17.921224,0.000127,-704.026942,739.869391,-0.004983,0.005236
19,0.000134,45.448307,1,0.006761,0.993239,1.096352,59.948706,0.000424,18.914464,0.000134,-703.033703,740.862631,-0.004976,0.005243
20,0.000141,45.447987,1,0.003577,0.996423,3.075561,63.024267,0.000446,19.910887,0.000141,-702.037280,741.859054,-0.004969,0.005251
21,0.000148,45.447637,1,0.003897,0.996103,3.716982,66.741249,0.000472,20.906990,0.000148,-701.041177,742.855157,-0.004962,0.005258
22,0.000155,45.446207,1,0.005145,0.994855,0.003176,66.744425,0.000472,21.901845,0.000155,-700.046322,743.850012,-0.004955,0.005265
23,0.000162,45.445520,1,0.005045,0.994955,5.301554,72.045979,0.000510,22.896800,0.000162,-699.051367,744.844967,-0.004948,0.005272
24,0.000169,45.441761,1,0.006605,0.993395,2.440354,74.486333,0.000527,23.890196,0.000169,-698.057971,745.838363,-0.004941,0.005279
25,0.000176,45.441170,1,0.004514,0.995486,7.076135,81.562467,0.000577,24.885681,0.000176,-697.062486,746.833848,-0.004933,0.005286
26,0.000183,45.441041,1,0.006640,0.993360,7.707430,89.269897,0.000632,25.879041,0.000183,-696.069126,747.827208,-0.004926,0.005293
