index,frac_index,conditional_eigenvalue,local_eigen_rank,leverage,expected_increment,y2,cumsum_y2,scaled_cumsum,expected,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
1,0.000007,252.923966,1,0.020355,0.979645,2.920797,2.920797,0.000021,0.979645,0.000007,-720.968522,722.927812,-0.005103,0.005117
2,0.000014,252.837629,1,0.041310,0.958690,0.208699,3.129496,0.000022,1.938335,0.000014,-720.009832,723.886502,-0.005096,0.005123
3,0.000021,252.715186,1,0.040638,0.959362,0.406599,3.536096,0.000025,2.897697,0.000021,-719.050470,724.845864,-0.005089,0.005130
4,0.000027,252.710645,1,0.020342,0.979658,0.020411,3.556507,0.000025,3.877355,0.000027,-718.070812,725.825522,-0.005082,0.005137
5,0.000034,252.478140,1,0.041725,0.958275,0.908232,4.464739,0.000032,4.835630,0.000034,-717.112537,726.783797,-0.005075,0.005144
6,0.000041,251.899527,1,0.023102,0.976898,0.124562,4.589302,0.000032,5.812528,0.000041,-716.135639,727.760695,-0.005068,0.005151
7,0.000048,251.723221,1,0.021073,0.978927,0.934569,5.523871,0.000039,6.791455,0.000048,-715.156712,728.739622,-0.005062,0.005158
8,0.000055,251.662356,1,0.020958,0.979042,0.006686,5.530557,0.000039,7.770496,0.000055,-714.177671,729.718663,-0.005055,0.005165
9,0.000062,251.297127,1,0.025423,0.974577,0.013740,5.544297,0.000039,8.745074,0.000062,-713.203093,730.693241,-0.005048,0.005172
10,0.000069,251.219275,1,0.022788,0.977212,0.002420,5.546718,0.000039,9.722285,0.000069,-712.225882,731.670452,-0.005041,0.005178
11,0.000076,251.125571,1,0.015664,0.984336,0.618694,6.165412,0.000044,10.706621,0.000076,-711.241546,732.654788,-0.005034,0.005185
12,0.000083,250.943106,1,0.016744,0.983256,0.075863,6.241274,0.000044,11.689877,0.000083,-710.258290,733.638044,-0.005027,0.005192
13,0.000090,250.517867,1,0.028783,0.971217,1.663491,7.904765,0.000056,12.661093,0.000090,-709.287074,734.609260,-0.005020,0.005199
14,0.000097,250.028698,1,0.025277,0.974723,0.390672,8.295438,0.000059,13.635816,0.000097,-708.312351,735.583983,-0.005013,0.005206
15,0.000103,249.847388,1,0.021548,0.978452,0.142642,8.438080,0.000060,14.614268,0.000103,-707.333899,736.562435,-0.005006,0.005213
16,0.000110,249.737150,1,0.015669,0.984331,0.042845,8.480925,0.000060,15.598599,0.000110,-706.349568,737.546766,-0.004999,0.005220
17,0.000117,249.596523,1,0.024522,0.975478,0.993074,9.473999,0.000067,16.574077,0.000117,-705.374090,738.522244,-0.004992,0.005227
18,0.000124,249.052833,1,0.021509,0.978491,0.014400,9.488399,0.000067,17.552568,0.000124,-704.395599,739.500735,-0.004985,0.005234
19,0.000131,244.538896,1,0.015552,0.984448,0.010031,9.498430,0.000067,18.537016,0.000131,-703.411151,740.485183,-0.004978,0.005241
20,0.000138,239.628689,1,0.013008,0.986992,0.097892,9.596322,0.000068,19.524008,0.000138,-702.424159,741.472175,-0.004971,0.005248
21,0.000145,234.619493,1,0.008624,0.991376,0.112312,9.708633,0.000069,20.515384,0.000145,-701.432783,742.463551,-0.004964,0.005255
22,0.000152,234.549267,1,0.009680,0.990320,0.018074,9.726707,0.000069,21.505705,0.000152,-700.442462,743.453872,-0.004957,0.005262
23,0.000159,234.444233,1,0.010922,0.989078,0.181936,9.908643,0.000070,22.494783,0.000159,-699.453384,744.442950,-0.004950,0.005269
24,0.000166,233.388235,1,0.008940,0.991060,1.134906,11.043549,0.000078,23.485843,0.000166,-698.462324,745.434010,-0.004943,0.005276
25,0.000173,230.014113,1,0.011933,0.988067,0.103374,11.146923,0.000079,24.473910,0.000173,-697.474257,746.422077,-0.004936,0.005283
26,0.000180,228.801813,1,0.016842,0.983158,0.174369,11.321292,0.000080,25.457068,0.000180,-696.491099,747.405235,-0.004929,0.005290
27,0.000187,228.379760,1,0.006406,0.993594,0.481143,11.802435,0.000084,26.450662,0.000187,-695.497505,748.398829,-0.004922,0.005297
28,0.000194,227.934826,1,0.005745,0.994255,0.481618,12.284053,0.000087,27.444917,0.000194,-694.503250,749.393084,-0.004915,0.005304
29,0.000201,227.542643,1,0.008318,0.991682,1.853503,14.137556,0.000100,28.436599,0.000201,-693.511568,750.384766,-0.004908,0.005311
30,0.000208,226.397561,1,0.005944,0.994056,0.204170,14.341726,0.000102,29.430655,0.000208,-692.517512,751.378822,-0.004901,0.005318
31,0.000215,225.582660,1,0.013365,0.986635,0.145567,14.487294,0.000103,30.417290,0.000215,-691.530877,752.365457,-0.004894,0.005325
32,0.000222,225.101610,1,0.005583,0.994417,0.156854,14.644147,0.000104,31.411707,0.000222,-690.536460,753.359874,-0.004887,0.005332
33,0.000229,224.991996,1,0.008327,0.991673,0.280697,14.924844,0.000106,32.403379,0.000229,-689.544788,754.351546,-0.004880,0.005339
34,0.000236,224.598462,1,0.008275,0.991725,0.517620,15.442464,0.000109,33.395104,0.000236,-688.553063,755.343271,-0.004873,0.005346
35,0.000243,224.592822,1,0.004207,0.995793,1.692067,17.134532,0.000121,34.390897,0.000243,-687.557270,756.339064,-0.004866,0.005353
36,0.000250,224.511914,1,0.008475,0.991525,0.252655,17.387187,0.000123,35.382422,0.000250,-686.565745,757.330589,-0.004859,0.005360
37,0.000257,224.467272,1,0.004904,0.995096,0.581495,17.968682,0.000127,36.377517,0.000257,-685.570650,758.325684,-0.004852,0.005367
38,0.000265,223.788873,1,0.004956,0.995044,0.033448,18.002130,0.000127,37.372561,0.000265,-684.575606,759.320728,-0.004845,0.005374
39,0.000271,222.156893,1,0.013967,0.986033,0.204837,18.206966,0.000129,38.358594,0.000271,-683.589573,760.306761,-0.004838,0.005381
40,0.000279,220.115776,1,0.004654,0.995346,0.121477,18.328443,0.000130,39.353941,0.000279,-682.594226,761.302108,-0.004831,0.005388
41,0.000286,219.615955,1,0.003629,0.996371,0.247499,18.575943,0.000131,40.350312,0.000286,-681.597855,762.298479,-0.004824,0.005395
42,0.000293,219.541375,1,0.004781,0.995219,0.114434,18.690377,0.000132,41.345531,0.000293,-680.602636,763.293698,-0.004817,0.005402
43,0.000300,219.309970,1,0.004031,0.995969,0.010020,18.700397,0.000132,42.341499,0.000300,-679.606668,764.289666,-0.004810,0.005409
44,0.000307,219.306711,1,0.013620,0.986380,1.731186,20.431583,0.000145,43.327879,0.000307,-678.620288,765.276046,-0.004803,0.005416
45,0.000314,217.605294,1,0.011333,0.988667,0.237707,20.669290,0.000146,44.316546,0.000314,-677.631621,766.264713,-0.004796,0.005423
46,0.000321,215.379358,1,0.003638,0.996362,1.134063,21.803353,0.000154,45.312908,0.000321,-676.635259,767.261075,-0.004789,0.005430
47,0.000328,215.341514,1,0.003844,0.996156,0.049107,21.852460,0.000155,46.309064,0.000328,-675.639103,768.257231,-0.004782,0.005437
48,0.000335,214.397968,1,0.004876,0.995124,1.280540,23.132999,0.000164,47.304188,0.000335,-674.643979,769.252355,-0.004775,0.005444
49,0.000342,206.271655,1,0.003560,0.996440,0.210673,23.343672,0.000165,48.300628,0.000342,-673.647539,770.248795,-0.004768,0.005451
