operator,rank,rank_fraction,precision_eigenvalue,implied_covariance_eigenvalue,raw_projection,standardized_energy,cumulative_energy,cumulative_energy_per_n
exact_covariance,1,0.0003125,0.000518270928451906,1929.4927519609023,-65.31645078663321,2.211067514520068,2.211067514520068,0.0006909585982875212
exact_covariance,2,0.000625,0.0006362410485266542,1571.7313466581631,-7.917634606568745,0.03988527549343919,2.250952790013507,0.0007034227468792209
exact_covariance,3,0.0009375,0.0008219972508030212,1216.5490809404596,-21.71185369224746,0.3874932776153493,2.6384460676288564,0.0008245143961340177
exact_covariance,4,0.00125,0.000989885331685295,1010.2180201998597,46.71371499622074,2.1600992311703386,4.798545298799195,0.0014995454058747484
exact_covariance,5,0.0015625,0.001072778271322956,932.1590739965254,0.9259561079216373,0.0009197944189090013,4.799465093218104,0.0014998328416306575
exact_covariance,6,0.001875,0.0011737322446064152,851.9830690476834,-8.921631764769401,0.09342382054036757,4.892888913758472,0.0015290277855495224
exact_covariance,7,0.0021875,0.0013716770387414336,729.0345844948592,-33.36747230871811,1.5272090404936354,6.420097954252107,0.0020062806107037836
exact_covariance,8,0.0025,0.0014683975428043774,681.0144874596959,-32.01293102889722,1.5048545543924017,7.924952508644509,0.002476547658951409
exact_covariance,9,0.0028125,0.0017710076861557475,564.6502879785114,13.06124741839527,0.3021271533133963,8.227079661957905,0.0025709623943618452
exact_covariance,10,0.003125,0.0018352832777538532,544.8750130954548,11.233263488743983,0.23158743854059335,8.458667100498499,0.002643333468905781
exact_covariance,11,0.0034375,0.0018459704280658564,541.7204873903453,-42.31529539460636,3.3053655270795774,11.764032627578075,0.0036762601961181484
exact_covariance,12,0.00375,0.0020676486220117317,483.64117062939044,2.291371259104988,0.010855945618152708,11.774888573196227,0.003679652679123821
exact_covariance,13,0.0040625,0.0022153858834995273,451.3886305081773,0.19076623686251276,8.062178501419976e-05,11.77496919498124,0.0036796778734316375
exact_covariance,14,0.004375,0.002239796426847421,446.4691469338261,-41.11663599816186,3.786550016760532,15.561519211741773,0.004862974753669304
exact_covariance,15,0.0046875,0.002332137893421633,428.7911117180272,8.343955910498368,0.16236717211182253,15.723886383853596,0.004913714494954249
exact_covariance,16,0.005,0.002424376912289906,412.4771172876193,-6.928743614858931,0.11638824571927198,15.840274629572868,0.004950085821741521
exact_covariance,17,0.0053125,0.0027161179415515864,368.17252472797577,-0.17803583873558307,8.609213818359121e-05,15.84036072171105,0.004950112725534703
exact_covariance,18,0.005625,0.0028282101158117598,353.5805187914681,-15.903767921054882,0.7153387153548052,16.555699437065854,0.0051736560740830795
exact_covariance,19,0.0059375,0.0029654122883799746,337.2212369654363,16.962822906330672,0.8532599059917106,17.408959343057564,0.005440299794705489
exact_covariance,20,0.00625,0.003057297772812569,327.086229183377,-47.55459289048848,6.913893350466457,24.32285269352402,0.007600891466726256
exact_covariance,21,0.0065625,0.003362689688217031,297.3809934065671,-7.340883743546608,0.18121055256074356,24.504063246084762,0.007657519764401488
exact_covariance,22,0.006875,0.0034510417097674017,289.7675786327716,14.784933649750599,0.7543779192238639,25.258441165308625,0.007893262864158946
exact_covariance,23,0.0071875,0.003552017930154827,281.5301103945755,-15.521594152447166,0.8557517513690575,26.114192916677684,0.008160685286461777
exact_covariance,24,0.0075,0.003684882495618942,271.3790741465779,-21.38317355594936,1.6848760825121183,27.799068999189803,0.008687209062246813
exact_covariance,25,0.0078125,0.003940319759079269,253.78651001503212,0.6631415982970948,0.0017327823270274613,27.80080178151683,0.00868775055672401
exact_covariance,26,0.008125,0.0039510878071686625,253.09485610156483,2.3717637447721565,0.022225909082712738,27.823027690599545,0.008694696153312358
exact_covariance,27,0.0084375,0.004021329084797565,248.6740027769551,-16.176592086616537,1.0523099665206948,28.87533765712024,0.009023543017850076
exact_covariance,28,0.00875,0.004038668897048595,247.6063340401058,32.0346441617875,4.14455644097588,33.019894098096124,0.01031871690565504
exact_covariance,29,0.0090625,0.004413600194211278,226.57240257320194,9.948029676546444,0.4367844155842205,33.456678513680345,0.010455212035525107
exact_covariance,30,0.009375,0.004566974335844163,218.96335001303643,10.445801595143694,0.4983243586591554,33.9550028723395,0.010610938397606094
exact_covariance,31,0.0096875,0.004612842401742074,216.78607524556713,-3.214674203565082,0.0476697141334409,34.00267258647294,0.010625835183272793
exact_covariance,32,0.01,0.004698379646353236,212.83933510485363,-11.613031021734727,0.6336351757786416,34.63630776225158,0.01082384617570362
exact_covariance,33,0.0103125,0.00489796177801942,204.1665585239353,0.18609263082514946,0.00016961870493284283,34.636477380956514,0.010823899181548911
exact_covariance,34,0.010625,0.005155057497524826,193.98425730074683,15.620765712167568,1.2578769268690058,35.894354307825516,0.011216985721195474
exact_covariance,35,0.0109375,0.00531730062696345,188.06534934833462,18.350592748038164,1.7905704340071342,37.68492474183265,0.011776538981822704
exact_covariance,36,0.01125,0.005449305522076086,183.50962263885293,-10.2201963555037,0.5691931139252221,38.254117855757876,0.011954411829924336
exact_covariance,37,0.0115625,0.005577253695001365,179.29971535923744,-8.016769967537,0.358442290795818,38.6125601465537,0.01206642504579803
exact_covariance,38,0.011875,0.005734404169131512,174.38603392886625,1.477821197306984,0.01252368347399141,38.62508383002769,0.012070338696883653
exact_covariance,39,0.0121875,0.006112696211275839,163.59393063822495,-5.164104291230924,0.16301321831849472,38.78809704834619,0.012121280327608184
exact_covariance,40,0.0125,0.006249146077036905,160.02186341500277,-3.1375719768080903,0.06151883061204545,38.84961587895823,0.012140504962174448
exact_covariance,41,0.0128125,0.006378152373149611,156.78521639115178,-6.470531605575439,0.2670390756377046,39.11665495459594,0.01222395467331123
exact_covariance,42,0.013125,0.006540054380762416,152.9039273651152,-6.0564175809675245,0.23989046290135416,39.356545417497294,0.012298920442967905
exact_covariance,43,0.0134375,0.0066204427051243485,151.04730069274385,-17.86450966756221,2.1128527567110296,41.46939817420832,0.0129591869294401
