year,tile_y,tile_x,rows,finite_o3_rows,good_flag_rows,good_finite_o3_rows,sum_o3_good,sumsq_o3_good,min_o3_good,max_o3_good,mean_o3_good,median_o3_good,std_o3_good,q05_o3_good,q95_o3_good,good_finite_fraction,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_lat_center,tile_lon_center
2022,2,4,1023482,1023482,1023482,1023482,260950065.937897,66552397000.82142,196.721252,289.822235,254.963024,254.779846,4.396049,247.966172,262.653622,1.0,2.0,4.5,121.0,123.5,3.25,122.25
2022,2,5,1062439,1062439,1062439,1062439,270515013.437439,68898647821.66544,237.887146,284.899048,254.616984,254.625748,4.43858,247.461272,262.139844,1.0,2.0,4.5,123.5,126.0,3.25,124.75
2022,2,6,1053766,1053766,1053766,1053766,268175803.200729,68270904556.043274,229.799515,283.100861,254.492746,254.235931,4.580387,247.458298,262.547112,1.0,2.0,4.5,126.0,128.5,3.25,127.25
2022,2,7,1032710,1032710,1032710,1032710,262578863.944611,66790293561.44129,237.38681,276.089172,254.261955,253.957245,5.063549,246.434974,262.928711,1.0,2.0,4.5,128.5,131.0,3.25,129.75
2022,3,0,936139,936139,936139,936139,243179535.663834,63183638371.91683,244.88797,277.774323,259.768619,259.681946,3.758773,253.775436,265.821729,1.0,4.5,7.0,111.0,113.5,5.75,112.25
2022,3,1,1011702,1011702,1011702,1011702,261743263.129013,67734467793.06999,236.021744,290.700073,258.715771,258.877991,4.142085,251.849137,265.162259,1.0,4.5,7.0,113.5,116.0,5.75,114.75
2022,3,2,1033718,1033718,1033718,1033718,267225118.094131,69108281756.79225,234.251083,294.281708,258.508721,258.59436,5.228435,249.992183,267.024571,1.0,4.5,7.0,116.0,118.5,5.75,117.25
2022,3,3,1031105,1031105,1031105,1031105,265906462.254761,68593067838.4194,238.304764,295.348999,257.884951,257.58075,4.381304,251.201364,265.734558,1.0,4.5,7.0,118.5,121.0,5.75,119.75
2022,3,4,1011344,1011344,1011344,1011344,260524020.638168,67131175737.29904,236.954147,291.242249,257.601786,257.226501,4.416053,251.055228,265.490662,1.0,4.5,7.0,121.0,123.5,5.75,122.25
2022,3,5,1035486,1035486,1035486,1035486,266483920.232239,68603757129.126526,237.593399,295.759094,257.351543,257.157166,4.785028,250.052494,265.662468,1.0,4.5,7.0,123.5,126.0,5.75,124.75
2022,3,6,1039193,1039193,1039193,1039193,267222460.012695,68735275702.89388,214.378647,286.627319,257.144207,257.173584,4.448864,249.999216,264.564038,1.0,4.5,7.0,126.0,128.5,5.75,127.25
2022,3,7,1035828,1035828,1035828,1035828,265941371.067062,68302341821.28955,239.852448,283.48584,256.74279,256.615845,4.794635,249.286221,264.950887,1.0,4.5,7.0,128.5,131.0,5.75,129.75
