year,month,day_num,direction,lag,model,fitted_gamma_t0,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget
2022,7,1,lat,0.0440,Corridor_4x4_lag643,0.5548,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.1320,Corridor_4x4_lag643,0.7869,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.1760,Corridor_4x4_lag643,0.8526,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.3960,Corridor_4x4_lag643,0.9766,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.6160,Corridor_4x4_lag643,0.9963,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.8360,Corridor_4x4_lag643,0.9994,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,1.0560,Corridor_4x4_lag643,0.9999,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,1.2760,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,1.4960,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,1.7160,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,1.9360,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,2.1560,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.0440,Debiased_Whittle,0.5664,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.1320,Debiased_Whittle,0.7669,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.1760,Debiased_Whittle,0.8291,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.3960,Debiased_Whittle,0.9638,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.6160,Debiased_Whittle,0.9923,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.8360,Debiased_Whittle,0.9984,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.0560,Debiased_Whittle,0.9997,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.2760,Debiased_Whittle,0.9999,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.4960,Debiased_Whittle,1.0000,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.7160,Debiased_Whittle,1.0000,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.9360,Debiased_Whittle,1.0000,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,2.1560,Debiased_Whittle,1.0000,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.0440,Vecchia_mm20,0.5624,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.1320,Vecchia_mm20,0.7390,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.1760,Vecchia_mm20,0.7984,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.3960,Vecchia_mm20,0.9446,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.6160,Vecchia_mm20,0.9848,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.8360,Vecchia_mm20,0.9958,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.0560,Vecchia_mm20,0.9989,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.2760,Vecchia_mm20,0.9997,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.4960,Vecchia_mm20,0.9999,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.7160,Vecchia_mm20,1.0000,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.9360,Vecchia_mm20,1.0000,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,2.1560,Vecchia_mm20,1.0000,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.0630,Corridor_4x4_lag643,0.5754,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.1260,Corridor_4x4_lag643,0.7198,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.1800,Corridor_4x4_lag643,0.8038,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.3690,Corridor_4x4_lag643,0.9437,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.5580,Corridor_4x4_lag643,0.9838,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.7470,Corridor_4x4_lag643,0.9954,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.9360,Corridor_4x4_lag643,0.9987,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.1250,Corridor_4x4_lag643,0.9996,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.3140,Corridor_4x4_lag643,0.9999,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.5030,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.6920,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,1.8810,Corridor_4x4_lag643,1.0000,hour_dummy_plus_lat_lon_ols,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,0.0630,Debiased_Whittle,0.5559,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.1260,Debiased_Whittle,0.6664,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.1800,Debiased_Whittle,0.7390,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.3690,Debiased_Whittle,0.8894,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.5580,Debiased_Whittle,0.9531,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.7470,Debiased_Whittle,0.9801,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.9360,Debiased_Whittle,0.9916,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.1250,Debiased_Whittle,0.9964,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.3140,Debiased_Whittle,0.9985,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.5030,Debiased_Whittle,0.9994,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.6920,Debiased_Whittle,0.9997,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.8810,Debiased_Whittle,0.9999,hour_dummy_plus_lat_lon_ols,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.0630,Vecchia_mm20,0.5792,hour_dummy_plus_lat_lon_ols,True,3.4937,0.1703,0.2118,1.6525,2.6723
