model_variant,frac_index,scaled_cumsum_mean,scaled_cumsum_sd,n_days,n_scores_mean,residual_df_mean
matern_s05_n1_advec_large,0.005000,0.004704,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.010000,0.009581,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.015000,0.014576,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.020000,0.019700,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.025000,0.024392,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.030000,0.029256,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.035000,0.034522,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.040000,0.039544,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.045000,0.044742,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.050000,0.050251,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.055000,0.055190,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.060000,0.060408,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.065000,0.065456,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.070000,0.070506,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.075000,0.075335,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.080000,0.080106,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.085000,0.085700,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.090000,0.090868,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.095000,0.095870,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.100000,0.101436,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.105000,0.106093,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.110000,0.110785,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.115000,0.115503,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.120000,0.120600,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.125000,0.125844,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.130000,0.130832,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.135000,0.135599,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.140000,0.140625,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.145000,0.145564,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.150000,0.150570,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.155000,0.155197,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.160000,0.160611,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.165000,0.165292,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.170000,0.170475,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.175000,0.175570,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.180000,0.180458,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.185000,0.185448,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.190000,0.190805,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.195000,0.195680,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.200000,0.200785,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.205000,0.206220,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.210000,0.211094,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.215000,0.215956,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.220000,0.221124,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.225000,0.226186,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.230000,0.231274,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.235000,0.236262,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.240000,0.241783,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.245000,0.246474,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.250000,0.251783,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.255000,0.256512,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.260000,0.261748,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.265000,0.266644,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.270000,0.271595,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.275000,0.276525,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.280000,0.281275,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.285000,0.286421,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.290000,0.291491,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.295000,0.296175,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.300000,0.301096,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.305000,0.305947,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.310000,0.310903,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.315000,0.315538,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.320000,0.320788,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.325000,0.325716,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.330000,0.330596,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.335000,0.335817,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.340000,0.341318,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.345000,0.346381,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.350000,0.351112,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.355000,0.355632,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.360000,0.360398,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.365000,0.365216,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.370000,0.370809,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.375000,0.375946,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.380000,0.380902,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.385000,0.385617,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.390000,0.390266,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.395000,0.395212,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.400000,0.400515,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.405000,0.404843,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.410000,0.409819,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.415000,0.414544,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.420000,0.419110,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.425000,0.424384,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.430000,0.428995,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.435000,0.434202,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.440000,0.438773,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.445000,0.443453,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.450000,0.448232,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.455000,0.452972,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.460000,0.457839,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.465000,0.462912,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.470000,0.467865,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.475000,0.473111,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.480000,0.478272,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.485000,0.483114,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.490000,0.488368,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.495000,0.493735,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.500000,0.498786,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.505000,0.503933,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.510000,0.508822,,1,141301.000000,141292.000001
matern_s05_n1_advec_large,0.515000,0.513879,,1,141301.000000,141292.000001
