frac_index,scaled_cumsum,n_scores,residual_df,year,month,day_idx,day,model_variant
0.005000,0.009063,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.010000,0.015870,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.015000,0.022321,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.020000,0.029229,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.025000,0.035109,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.030000,0.041213,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.035000,0.047106,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.040000,0.052869,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.045000,0.058605,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.050000,0.064134,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.055000,0.069625,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.060000,0.074958,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.065000,0.080133,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.070000,0.086130,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.075000,0.091297,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.080000,0.096900,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.085000,0.102420,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.090000,0.108026,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.095000,0.113946,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.100000,0.119469,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.105000,0.124826,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.110000,0.129777,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.115000,0.135186,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.120000,0.140107,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.125000,0.145029,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.130000,0.150049,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.135000,0.155131,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.140000,0.160100,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.145000,0.164967,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.150000,0.169983,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.155000,0.175000,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.160000,0.179744,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.165000,0.184784,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.170000,0.189968,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.175000,0.194801,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
0.180000,0.199867,141301,141292.000000,2023,7,0,2023-07-01,matern_s05_n1_rangelon_short
