frac_index,scaled_cumsum,scaled_expected,conditional_eigenvalue,dataset_id,data_kind,date,geometry
0.002,0.002668090346459469,0.002,51.27549129691829,synthetic_20230729,synthetic,2023-07-29,union
0.004,0.005055406518069408,0.004,38.44628862040148,synthetic_20230729,synthetic,2023-07-29,union
0.006,0.007403996993588806,0.006,36.75495161278736,synthetic_20230729,synthetic,2023-07-29,union
0.008,0.009971635491423927,0.008,36.634263916557536,synthetic_20230729,synthetic,2023-07-29,union
0.01,0.012177642364415448,0.01,36.507955126295826,synthetic_20230729,synthetic,2023-07-29,union
0.012,0.01440305560995122,0.012,35.47210671442134,synthetic_20230729,synthetic,2023-07-29,union
0.014,0.01634993827356416,0.014,34.4236281647284,synthetic_20230729,synthetic,2023-07-29,union
0.016,0.018280114827413353,0.016,33.360702526765394,synthetic_20230729,synthetic,2023-07-29,union
0.018000000000000002,0.020182779887377964,0.018000000000000002,32.30342967472557,synthetic_20230729,synthetic,2023-07-29,union
0.020000000000000004,0.022082450108505153,0.020000000000000004,31.920506239340757,synthetic_20230729,synthetic,2023-07-29,union
0.022,0.024015753974247024,0.022,30.60431793300913,synthetic_20230729,synthetic,2023-07-29,union
0.024,0.026194513404469284,0.024,28.22963048012733,synthetic_20230729,synthetic,2023-07-29,union
0.026000000000000002,0.02811344863960896,0.026000000000000002,26.83497419922975,synthetic_20230729,synthetic,2023-07-29,union
0.028000000000000004,0.02985466899317467,0.028000000000000004,25.77413954220673,synthetic_20230729,synthetic,2023-07-29,union
0.03,0.031736624485394015,0.03,24.55772801816017,synthetic_20230729,synthetic,2023-07-29,union
0.032,0.03367687451229061,0.032,24.078000242434104,synthetic_20230729,synthetic,2023-07-29,union
0.034,0.035645748173954835,0.034,23.302565768204833,synthetic_20230729,synthetic,2023-07-29,union
0.036000000000000004,0.037679599593846945,0.036000000000000004,21.538327353241325,synthetic_20230729,synthetic,2023-07-29,union
0.038000000000000006,0.03942214626016777,0.038000000000000006,20.97850527206162,synthetic_20230729,synthetic,2023-07-29,union
0.04,0.04111685405605096,0.04,20.81771975279787,synthetic_20230729,synthetic,2023-07-29,union
0.042,0.043024350454498185,0.042,20.679741557272457,synthetic_20230729,synthetic,2023-07-29,union
0.044000000000000004,0.04476962381269003,0.044000000000000004,20.331068264423184,synthetic_20230729,synthetic,2023-07-29,union
0.046,0.04621382786331721,0.046,20.103399867522754,synthetic_20230729,synthetic,2023-07-29,union
0.048,0.047725223542246585,0.048,18.942732381425,synthetic_20230729,synthetic,2023-07-29,union
0.05,0.049337465996893835,0.05,18.1170281866771,synthetic_20230729,synthetic,2023-07-29,union
0.052000000000000005,0.0512142447978135,0.052000000000000005,17.81041153376274,synthetic_20230729,synthetic,2023-07-29,union
0.054000000000000006,0.05298103804017645,0.054000000000000006,17.709270414882276,synthetic_20230729,synthetic,2023-07-29,union
0.056,0.05478266063842322,0.056,17.68864132091981,synthetic_20230729,synthetic,2023-07-29,union
0.058,0.056698277034548446,0.058,17.672310287583763,synthetic_20230729,synthetic,2023-07-29,union
0.060000000000000005,0.05854931085134826,0.060000000000000005,17.664743880668677,synthetic_20230729,synthetic,2023-07-29,union
0.062,0.060243464699828275,0.062,17.18640064053058,synthetic_20230729,synthetic,2023-07-29,union
0.064,0.06198339942647427,0.064,16.33720884832592,synthetic_20230729,synthetic,2023-07-29,union
0.066,0.06364765953543632,0.066,15.622718882416306,synthetic_20230729,synthetic,2023-07-29,union
0.068,0.06534970368252976,0.068,14.53739658916648,synthetic_20230729,synthetic,2023-07-29,union
0.07,0.06719292683116226,0.07,13.721353077816893,synthetic_20230729,synthetic,2023-07-29,union
0.07200000000000001,0.06908390530573322,0.07200000000000001,13.267705348808706,synthetic_20230729,synthetic,2023-07-29,union
0.07400000000000001,0.07077484206875695,0.07400000000000001,13.168856779028369,synthetic_20230729,synthetic,2023-07-29,union
0.076,0.07266386733262262,0.076,13.146804844227567,synthetic_20230729,synthetic,2023-07-29,union
0.078,0.07424917113522378,0.078,13.111037786837844,synthetic_20230729,synthetic,2023-07-29,union
0.08,0.07582904071559458,0.08,12.935742756842737,synthetic_20230729,synthetic,2023-07-29,union
0.082,0.07760021045354465,0.082,12.820079756218822,synthetic_20230729,synthetic,2023-07-29,union
0.084,0.07930886499445397,0.084,12.639401992916786,synthetic_20230729,synthetic,2023-07-29,union
0.08600000000000001,0.08105642593171603,0.08600000000000001,12.548170386665426,synthetic_20230729,synthetic,2023-07-29,union
0.08800000000000001,0.08274890596110657,0.08800000000000001,12.509074548697987,synthetic_20230729,synthetic,2023-07-29,union
0.09,0.08437256514048645,0.09,12.478517077085574,synthetic_20230729,synthetic,2023-07-29,union
0.092,0.08595658961760543,0.092,12.432893483183944,synthetic_20230729,synthetic,2023-07-29,union
0.094,0.0877060136715034,0.094,12.174596185858363,synthetic_20230729,synthetic,2023-07-29,union
0.096,0.08927179362568333,0.096,12.028173157541543,synthetic_20230729,synthetic,2023-07-29,union
0.098,0.09082421492813472,0.098,11.873301096183907,synthetic_20230729,synthetic,2023-07-29,union
0.1,0.09255456317933725,0.1,11.630812320657913,synthetic_20230729,synthetic,2023-07-29,union
0.10200000000000001,0.09435492506341756,0.10200000000000001,11.419523497047779,synthetic_20230729,synthetic,2023-07-29,union
0.10400000000000001,0.09606666868899875,0.10400000000000001,11.1998596351203,synthetic_20230729,synthetic,2023-07-29,union
0.10600000000000001,0.09780601487008528,0.10600000000000001,11.133221394206595,synthetic_20230729,synthetic,2023-07-29,union
0.108,0.09935177845026152,0.108,11.105465486819199,synthetic_20230729,synthetic,2023-07-29,union
0.11,0.10104058891667805,0.11,10.96300833268423,synthetic_20230729,synthetic,2023-07-29,union
0.112,0.1027698876652561,0.112,10.680279103418268,synthetic_20230729,synthetic,2023-07-29,union
0.114,0.10438950345090034,0.114,10.245916197320557,synthetic_20230729,synthetic,2023-07-29,union
0.116,0.10617068821070785,0.116,9.667301924350612,synthetic_20230729,synthetic,2023-07-29,union
0.11800000000000001,0.1075564189973912,0.11800000000000001,9.438297341276426,synthetic_20230729,synthetic,2023-07-29,union
0.12000000000000001,0.10913634033388331,0.12000000000000001,9.301702874862196,synthetic_20230729,synthetic,2023-07-29,union
0.122,0.11085670988245362,0.122,9.214846424020829,synthetic_20230729,synthetic,2023-07-29,union
0.124,0.1123963918963272,0.124,9.095184786396429,synthetic_20230729,synthetic,2023-07-29,union
0.126,0.1140590133486046,0.126,8.959232691248678,synthetic_20230729,synthetic,2023-07-29,union
0.128,0.11564075475013742,0.128,8.881443918624463,synthetic_20230729,synthetic,2023-07-29,union
0.13,0.1171674898718205,0.13,8.777988873388436,synthetic_20230729,synthetic,2023-07-29,union
0.132,0.11877130487945498,0.132,8.645972397972926,synthetic_20230729,synthetic,2023-07-29,union
0.134,0.12045772650724844,0.134,8.578035534182803,synthetic_20230729,synthetic,2023-07-29,union
0.136,0.12230899629342483,0.136,8.474721503363073,synthetic_20230729,synthetic,2023-07-29,union
0.138,0.12381739361955263,0.138,8.402151656702973,synthetic_20230729,synthetic,2023-07-29,union
0.14,0.12555392571963017,0.14,8.360732360662496,synthetic_20230729,synthetic,2023-07-29,union
0.14200000000000002,0.12695099366433513,0.14200000000000002,8.084111113734293,synthetic_20230729,synthetic,2023-07-29,union
0.14400000000000002,0.12856241136895177,0.14400000000000002,7.876552708741563,synthetic_20230729,synthetic,2023-07-29,union
0.14600000000000002,0.1304705895150353,0.14600000000000002,7.702364420109144,synthetic_20230729,synthetic,2023-07-29,union
0.148,0.13200496227717812,0.148,7.594834206862337,synthetic_20230729,synthetic,2023-07-29,union
0.15,0.1338673526819669,0.15,7.581328730288959,synthetic_20230729,synthetic,2023-07-29,union
0.152,0.1356424142646443,0.152,7.537134712552867,synthetic_20230729,synthetic,2023-07-29,union
0.154,0.13731744365215484,0.154,7.469032201477049,synthetic_20230729,synthetic,2023-07-29,union
0.156,0.138911137885853,0.156,7.305526480299672,synthetic_20230729,synthetic,2023-07-29,union
0.158,0.14064443885734842,0.158,7.28472153672854,synthetic_20230729,synthetic,2023-07-29,union
0.16,0.1420953040000703,0.16,7.279274244171616,synthetic_20230729,synthetic,2023-07-29,union
0.162,0.14393261262968576,0.162,7.275739367805917,synthetic_20230729,synthetic,2023-07-29,union
0.164,0.14575197511892204,0.164,7.272373031536555,synthetic_20230729,synthetic,2023-07-29,union
0.166,0.14737660336962466,0.166,7.265182918369814,synthetic_20230729,synthetic,2023-07-29,union
0.168,0.1492174847311396,0.168,7.160826676214338,synthetic_20230729,synthetic,2023-07-29,union
0.17,0.1510822072291861,0.17,7.088596048461014,synthetic_20230729,synthetic,2023-07-29,union
0.17200000000000001,0.152550769068532,0.17200000000000001,7.042567681469314,synthetic_20230729,synthetic,2023-07-29,union
0.17400000000000002,0.1543046823105242,0.17400000000000002,7.008046055923758,synthetic_20230729,synthetic,2023-07-29,union
0.17600000000000002,0.1557670502991316,0.17600000000000002,6.92183768936361,synthetic_20230729,synthetic,2023-07-29,union
0.178,0.15714723951491416,0.178,6.877144584293715,synthetic_20230729,synthetic,2023-07-29,union
0.18,0.158781379496649,0.18,6.852989228864826,synthetic_20230729,synthetic,2023-07-29,union
0.182,0.1603430029471397,0.182,6.8300926857237645,synthetic_20230729,synthetic,2023-07-29,union
