year,month,day_num,model,n_anchor_obs,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9
2022,7,17,Debiased_Whittle,1489,255.8936,255.6117,255.3385,254.6847,254.5227,254.3501,254.5468,255.9746,0.9291,-0.1187
2022,7,17,Corridor_4x4_lag643,1489,255.9175,255.5907,255.3158,254.6600,254.4801,254.3187,254.5306,255.9741,0.9268,-0.1224
2022,7,18,Vecchia_mm20,1094,254.7657,253.7752,253.1180,252.3240,252.1423,253.0266,252.6841,253.9122,1.3774,-0.6700
2022,7,18,Debiased_Whittle,1094,255.0193,254.0458,253.3922,252.5769,252.4236,253.0857,252.6648,253.8337,1.3672,-0.6220
2022,7,18,Corridor_4x4_lag643,1094,254.9392,253.9506,253.2744,252.4592,252.2614,253.0605,252.6643,253.8658,1.3665,-0.6290
2022,7,19,Vecchia_mm20,1516,253.6975,253.4905,253.0171,253.1050,253.1556,253.7779,253.2221,255.0018,1.4661,-0.2907
2022,7,19,Debiased_Whittle,1516,253.7648,253.5390,253.0641,253.1632,253.1745,253.8030,253.2407,255.0183,1.3087,-0.2886
2022,7,19,Corridor_4x4_lag643,1516,253.7495,253.5324,253.0604,253.1541,253.1786,253.8034,253.2412,255.0153,1.3445,-0.2881
2022,7,20,Vecchia_mm20,1488,253.3289,253.0135,252.1122,251.5186,251.8316,252.4901,252.5886,254.4758,0.9710,-0.0886
2022,7,20,Debiased_Whittle,1488,253.3308,253.0395,252.1093,251.5504,251.8652,252.4875,252.6152,254.4918,0.9578,-0.0877
2022,7,20,Corridor_4x4_lag643,1488,253.3577,253.0525,252.1447,251.5660,251.8662,252.5128,252.6101,254.4989,0.9549,-0.0862
2022,7,21,Vecchia_mm20,1455,252.5946,252.1653,251.7231,251.1070,251.7691,252.0462,251.8694,253.4199,1.4119,0.1865
2022,7,21,Debiased_Whittle,1455,252.6004,252.1815,251.7182,251.0619,251.7171,252.0090,251.8540,253.4243,1.4457,0.2231
2022,7,21,Corridor_4x4_lag643,1455,252.5850,252.1563,251.6980,251.0489,251.7193,252.0146,251.8553,253.4206,1.4794,0.2227
2022,7,22,Vecchia_mm20,1501,251.9559,251.4105,251.0880,250.5953,250.7918,251.6125,252.0333,254.0566,0.5815,0.2607
2022,7,22,Debiased_Whittle,1501,251.8537,251.3119,250.9882,250.5141,250.6765,251.5325,251.9027,254.0030,0.6836,0.2831
2022,7,22,Corridor_4x4_lag643,1501,251.8817,251.3450,251.0276,250.5413,250.7134,251.5520,251.9356,254.0121,0.6657,0.2787
2022,7,23,Vecchia_mm20,1492,253.2902,253.0862,252.7084,252.5280,252.7099,253.0359,253.0902,254.7129,1.7540,-0.3027
2022,7,23,Debiased_Whittle,1492,253.2445,252.9816,252.5881,252.3991,252.5861,252.9228,253.0035,254.6353,1.8397,-0.3624
2022,7,23,Corridor_4x4_lag643,1492,253.2536,253.0117,252.6206,252.4346,252.6189,252.9511,253.0226,254.6519,1.8213,-0.3511
2022,7,24,Vecchia_mm20,1514,251.8838,251.6459,251.1376,250.5532,250.5967,251.1028,251.0108,252.9516,0.8241,-0.4350
2022,7,24,Debiased_Whittle,1514,252.3251,252.0772,251.5658,250.9615,250.9907,251.4741,251.3840,253.3088,0.7221,-0.6565
2022,7,24,Corridor_4x4_lag643,1514,252.2825,252.0364,251.5228,250.9268,250.9605,251.4531,251.3508,253.2789,0.7324,-0.6245
2022,7,25,Vecchia_mm20,1501,249.7684,249.6590,249.1140,249.2866,249.3173,249.7749,250.6029,252.6923,1.5215,-0.0991
2022,7,25,Debiased_Whittle,1501,249.7511,249.6498,249.1158,249.3101,249.3382,249.8091,250.6351,252.7220,1.5715,-0.0982
2022,7,25,Corridor_4x4_lag643,1501,249.7447,249.6452,249.1134,249.3159,249.3295,249.8106,250.6344,252.7298,1.5845,-0.0998
2022,7,26,Vecchia_mm20,1399,250.9499,250.7295,249.8717,250.2433,250.3892,250.7225,251.0290,252.6569,1.9407,0.2176
2022,7,26,Debiased_Whittle,1399,250.9569,250.7399,249.8896,250.2862,250.4399,250.7570,251.0724,252.7100,1.9767,0.2059
2022,7,26,Corridor_4x4_lag643,1399,250.9572,250.7261,249.8643,250.2562,250.4166,250.7326,251.0596,252.7162,1.9790,0.2066
2022,7,27,Vecchia_mm20,1410,250.2695,250.4879,250.2945,250.4305,251.0147,251.6885,252.4778,254.7720,0.6678,0.1047
2022,7,27,Debiased_Whittle,1410,250.2916,250.5318,250.3574,250.4870,251.0628,251.7260,252.5313,254.8253,0.6146,0.1319
2022,7,27,Corridor_4x4_lag643,1410,250.2818,250.5201,250.3341,250.4721,251.0518,251.7138,252.5104,254.8102,0.6133,0.1349
2022,7,28,Vecchia_mm20,1464,253.5003,253.1538,252.7018,252.5588,252.5685,252.5512,252.0701,253.1711,1.0284,-0.0087
2022,7,28,Debiased_Whittle,1464,253.5465,253.2252,252.8030,252.6418,252.6111,252.5955,252.0658,253.1858,1.0192,-0.0163
2022,7,28,Corridor_4x4_lag643,1464,253.5434,253.2195,252.7894,252.6299,252.6118,252.5934,252.0719,253.1820,1.0182,-0.0153
2023,7,1,Vecchia_mm20,1513,246.5284,245.9222,245.7977,245.4680,245.6806,246.5160,247.0973,248.7899,0.7634,0.2253
2023,7,1,Debiased_Whittle,1513,246.4062,245.7754,245.6270,245.3061,245.5300,246.3913,246.9891,248.7039,0.8680,0.2587
2023,7,1,Corridor_4x4_lag643,1513,246.4491,245.8341,245.7037,245.3754,245.5971,246.4400,247.0305,248.7308,0.8260,0.2448
2023,7,2,Vecchia_mm20,1504,252.2171,251.1428,251.1237,250.7654,251.0435,251.8320,253.0965,254.6547,0.8982,-0.0701
2023,7,2,Debiased_Whittle,1504,252.1497,251.0651,251.0128,250.6538,250.9363,251.7531,253.0312,254.6120,0.9084,-0.1033
2023,7,2,Corridor_4x4_lag643,1504,252.1620,251.0806,251.0365,250.6781,250.9593,251.7677,253.0420,254.6174,0.9045,-0.0967
2023,7,3,Vecchia_mm20,1510,251.6011,251.8144,251.5308,251.1369,250.9738,250.7669,251.4627,252.7910,0.2522,-0.2549
2023,7,3,Debiased_Whittle,1510,251.3792,251.5801,251.2759,250.8788,250.6853,250.4582,251.1327,252.5274,0.4329,-0.3258
2023,7,3,Corridor_4x4_lag643,1510,251.4171,251.6208,251.3292,250.9239,250.7444,250.5298,251.2159,252.5726,0.4013,-0.3179
2023,7,4,Vecchia_mm20,1457,256.3130,255.7440,255.1306,255.0970,255.7852,256.0160,256.2435,257.7662,0.7014,0.0422
2023,7,4,Debiased_Whittle,1457,256.3008,255.7424,255.1085,255.0902,255.7736,255.9892,256.2013,257.7327,0.6553,0.0678
2023,7,4,Corridor_4x4_lag643,1457,256.3064,255.7445,255.1162,255.0928,255.7751,255.9989,256.2150,257.7410,0.6639,0.0639
2023,7,5,Vecchia_mm20,1465,254.3712,254.1116,253.3367,252.6251,252.1811,251.6566,252.9646,254.5297,1.6505,0.1585
2023,7,5,Debiased_Whittle,1465,254.1959,253.8877,253.0803,252.3175,251.8878,251.3450,252.6968,254.2771,1.7379,0.1569
2023,7,5,Corridor_4x4_lag643,1465,254.1884,253.8830,253.0590,252.2900,251.8600,251.3285,252.6902,254.2667,1.7379,0.1571
2023,7,6,Vecchia_mm20,1452,250.2624,250.4532,249.3737,249.3093,248.9002,248.8498,249.7509,251.5627,1.0969,0.1325
2023,7,6,Debiased_Whittle,1452,250.0901,250.2711,249.1463,249.0873,248.7005,248.6578,249.5199,251.3067,1.1246,0.2201
2023,7,6,Corridor_4x4_lag643,1452,250.1412,250.3269,249.2251,249.1681,248.7710,248.7205,249.5971,251.3899,1.1144,0.1893
2023,7,7,Vecchia_mm20,1415,253.3948,252.6820,252.5996,252.4447,252.5466,252.5530,252.9473,253.6889,0.6383,-0.0676
2023,7,7,Debiased_Whittle,1415,253.4027,252.6921,252.6334,252.4671,252.5575,252.5621,252.9626,253.6503,0.6314,-0.1340
2023,7,7,Corridor_4x4_lag643,1415,253.4168,252.7182,252.6484,252.4845,252.5733,252.5713,252.9622,253.6610,0.6263,-0.1183
2023,7,8,Vecchia_mm20,1511,248.8957,248.4247,247.5191,247.2550,247.6530,247.4095,247.9038,249.4941,1.9035,0.0366
2023,7,8,Debiased_Whittle,1511,248.6634,248.1921,247.3199,247.1150,247.5893,247.3786,247.9076,249.5112,1.9061,0.0842
2023,7,8,Corridor_4x4_lag643,1511,248.7029,248.2350,247.3580,247.1408,247.5979,247.3864,247.9112,249.5154,1.9045,0.0740
2023,7,9,Vecchia_mm20,1334,252.5896,252.2099,252.4810,252.3732,251.8698,252.7562,253.6298,255.4797,1.7250,-0.0175
2023,7,9,Debiased_Whittle,1334,252.4551,252.0634,252.3371,252.1771,251.6745,252.5153,253.4719,255.4260,1.7513,-0.0595
2023,7,9,Corridor_4x4_lag643,1334,252.4925,252.1103,252.3826,252.2476,251.7462,252.6135,253.5346,255.4423,1.7398,-0.0467
2023,7,10,Vecchia_mm20,1329,251.2432,251.1594,250.7500,250.0157,250.1618,250.3000,250.9141,252.4481,2.4738,-0.0375
2023,7,10,Debiased_Whittle,1329,251.1846,251.1489,250.6839,249.9161,250.0469,250.1588,250.8286,252.4291,2.3500,-0.1719
2023,7,10,Corridor_4x4_lag643,1329,251.2446,251.1680,250.7169,249.9655,250.1142,250.2499,250.8984,252.4580,2.3939,-0.1287
2023,7,11,Vecchia_mm20,1440,252.0192,251.6958,250.7642,249.7115,249.2011,249.0899,249.8079,251.3396,0.8026,-0.1020
2023,7,11,Debiased_Whittle,1440,252.0057,251.7226,250.8097,249.7033,249.1714,249.0435,249.7248,251.2804,0.8802,-0.1520
2023,7,11,Corridor_4x4_lag643,1440,252.0117,251.7192,250.7969,249.7022,249.1787,249.0534,249.7430,251.2864,0.8695,-0.1459
2023,7,12,Vecchia_mm20,1465,247.2375,247.0893,247.4258,248.3660,248.4523,248.6510,249.2965,251.2591,1.8357,0.3113
2023,7,12,Debiased_Whittle,1465,247.0256,246.9149,247.2823,248.2790,248.3617,248.6150,249.2808,251.2330,1.8682,0.3001
2023,7,12,Corridor_4x4_lag643,1465,247.0658,246.9472,247.3121,248.2966,248.3934,248.6211,249.2773,251.2315,1.8600,0.3062
2023,7,13,Vecchia_mm20,1407,247.1964,247.3424,247.3267,247.5314,247.3362,247.1454,247.9995,248.8908,1.1037,-0.3850
2023,7,13,Debiased_Whittle,1407,247.1398,247.2538,247.2431,247.4578,247.2919,247.1324,248.0078,248.9561,1.3617,-0.3863
2023,7,13,Corridor_4x4_lag643,1407,247.1582,247.2800,247.2671,247.4799,247.3021,247.1392,248.0135,248.9466,1.2774,-0.3898
2023,7,14,Vecchia_mm20,1350,248.1881,248.1237,247.9988,248.0199,248.0755,247.8134,248.2135,249.9945,0.3888,0.3973
2023,7,14,Debiased_Whittle,1350,248.0165,247.8803,247.7850,247.7624,247.8264,247.4839,247.9579,249.7490,0.3396,0.4490
2023,7,14,Corridor_4x4_lag643,1350,248.0349,247.9195,247.8019,247.7823,247.8438,247.5293,247.9817,249.7714,0.3403,0.4456
2023,7,15,Vecchia_mm20,1349,249.3373,249.1798,248.3557,248.4959,248.5396,249.1297,249.6273,250.8647,2.0028,0.0196
2023,7,15,Debiased_Whittle,1349,249.4077,249.2613,248.4242,248.5658,248.6150,249.1935,249.6967,250.9395,1.9564,0.0161
2023,7,15,Corridor_4x4_lag643,1349,249.4278,249.2791,248.4498,248.5994,248.6555,249.2132,249.7079,250.9568,1.9437,0.0095
2023,7,16,Vecchia_mm20,1511,250.4369,250.1696,249.5087,249.2450,249.1334,249.5656,249.5206,251.3956,1.9740,0.0018
2023,7,16,Debiased_Whittle,1511,250.2918,250.0031,249.3366,249.0724,248.9709,249.4265,249.4099,251.3262,1.9367,-0.0064
2023,7,16,Corridor_4x4_lag643,1511,250.3188,250.0397,249.3775,249.1130,249.0081,249.4563,249.4304,251.3324,1.9436,-0.0040
2023,7,17,Vecchia_mm20,1510,249.8295,249.5974,248.3735,248.0265,248.8882,249.3018,249.4328,251.0109,3.4050,-0.1829
2023,7,17,Debiased_Whittle,1510,249.6672,249.4258,248.2103,247.8525,248.7373,249.1853,249.3423,250.9438,3.5807,-0.2525
2023,7,17,Corridor_4x4_lag643,1510,249.6844,249.4460,248.2285,247.8749,248.7561,249.1963,249.3515,250.9542,3.5590,-0.2448
2023,7,18,Vecchia_mm20,1524,256.8822,253.2418,250.3570,248.1154,246.0384,244.6524,246.8977,250.0091,1.6683,-0.3737
2023,7,18,Debiased_Whittle,1524,256.9538,253.2273,250.2488,247.9451,245.7801,244.3109,246.5034,249.7196,1.5662,-0.4025
2023,7,18,Corridor_4x4_lag643,1524,256.9340,253.2211,250.2618,247.9701,245.8234,244.3667,246.5701,249.7608,1.5887,-0.3997
2023,7,19,Vecchia_mm20,1522,247.7500,247.9324,247.6821,247.7036,247.4995,248.5733,249.2644,250.6840,1.6414,-0.2189
2023,7,19,Debiased_Whittle,1522,247.7188,247.9047,247.6824,247.7093,247.5112,248.5775,249.2817,250.6871,1.5963,-0.2118
2023,7,19,Corridor_4x4_lag643,1522,247.7316,247.9229,247.6849,247.7094,247.5094,248.5809,249.2768,250.6889,1.5986,-0.2137
2023,7,20,Vecchia_mm20,1513,250.6161,250.2249,249.8552,249.4937,249.4772,250.0414,250.4655,251.2365,1.6165,-0.4469
2023,7,20,Debiased_Whittle,1513,250.6876,250.3198,249.9187,249.5394,249.5390,250.0842,250.4869,251.2606,1.7131,-0.4334
2023,7,20,Corridor_4x4_lag643,1513,250.6984,250.3086,249.9229,249.5503,249.5346,250.0895,250.5013,251.2690,1.6933,-0.4403
2023,7,21,Vecchia_mm20,1506,249.3568,249.0867,248.9464,249.0911,249.2510,249.4678,249.9333,251.3636,1.9496,-0.6300
2023,7,21,Debiased_Whittle,1506,249.3727,249.0865,248.9248,249.0394,249.1784,249.3597,249.8349,251.2455,2.1444,-0.7196
2023,7,21,Corridor_4x4_lag643,1506,249.3703,249.0873,248.9346,249.0590,249.2022,249.4000,249.8576,251.2720,2.0927,-0.7058
2023,7,22,Vecchia_mm20,1522,247.1176,246.1405,245.5791,245.1400,245.5592,245.6447,246.3825,247.8299,2.0964,-0.3626
2023,7,22,Debiased_Whittle,1522,247.0087,246.0125,245.4373,244.9924,245.4007,245.4686,246.1952,247.6354,2.0353,-0.3615
2023,7,22,Corridor_4x4_lag643,1522,247.0211,246.0278,245.4545,245.0101,245.4210,245.4929,246.2222,247.6614,2.0427,-0.3620
2023,7,23,Vecchia_mm20,1511,250.2113,250.1319,249.4457,248.8245,249.0431,249.1751,249.2863,250.4757,2.2826,-0.2097
2023,7,23,Debiased_Whittle,1511,250.1761,250.0642,249.3478,248.7045,248.9269,249.0733,249.2178,250.4254,2.2898,-0.1870
2023,7,23,Corridor_4x4_lag643,1511,250.1753,250.0687,249.3596,248.7167,248.9376,249.0776,249.2135,250.4211,2.2878,-0.1884
2023,7,24,Vecchia_mm20,1508,249.5152,249.4306,249.2910,249.2822,249.5161,249.4254,249.9980,250.9443,1.5418,-0.3878
2023,7,24,Debiased_Whittle,1508,249.4180,249.3252,249.1659,249.1453,249.3612,249.2631,249.8599,250.8379,1.4923,-0.4489
2023,7,24,Corridor_4x4_lag643,1508,249.4377,249.3443,249.1906,249.1717,249.3942,249.3002,249.8885,250.8547,1.4998,-0.4409
2023,7,25,Vecchia_mm20,1507,247.0036,246.9091,246.8606,246.9362,247.2186,247.2216,247.6893,248.9118,0.8393,-0.4383
2023,7,25,Debiased_Whittle,1507,247.1889,247.0921,247.0703,247.1452,247.4534,247.4172,247.9052,249.1360,0.7242,-0.4256
2023,7,25,Corridor_4x4_lag643,1507,247.1621,247.0754,247.0404,247.1211,247.4173,247.4044,247.8762,249.1017,0.7365,-0.4346
2023,7,26,Vecchia_mm20,1523,248.9179,248.7705,249.2094,249.7131,250.2559,250.7297,252.0211,254.0276,1.4091,-0.2287
2023,7,26,Debiased_Whittle,1523,248.9651,248.8256,249.2526,249.7637,250.3093,250.7837,252.0753,254.0982,1.3503,-0.3093
2023,7,26,Corridor_4x4_lag643,1523,248.9545,248.8116,249.2470,249.7540,250.2987,250.7721,252.0630,254.0782,1.3610,-0.2910
2023,7,27,Vecchia_mm20,1524,252.0986,251.9324,251.7153,251.8734,251.9028,252.5364,252.7577,254.0671,1.3529,-0.3820
2023,7,27,Debiased_Whittle,1524,252.0855,251.9188,251.6989,251.8534,251.8872,252.5326,252.7770,254.1011,1.2276,-0.3455
2023,7,27,Corridor_4x4_lag643,1524,252.0853,251.9173,251.6991,251.8563,251.8886,252.5306,252.7685,254.0917,1.2435,-0.3536
2023,7,28,Vecchia_mm20,1524,249.1489,248.8738,248.5087,248.2634,248.6320,249.7247,250.5257,252.4091,1.9640,-0.3720
2023,7,28,Debiased_Whittle,1524,249.0591,248.7802,248.4061,248.1608,248.5259,249.6132,250.4272,252.3202,1.9207,-0.3935
2023,7,28,Corridor_4x4_lag643,1524,249.0651,248.7873,248.4147,248.1678,248.5330,249.6216,250.4303,252.3214,1.9241,-0.3921
2024,7,1,Vecchia_mm20,1399,258.0595,257.4130,257.6681,257.7486,257.9016,257.4201,257.8727,258.7591,1.1005,0.0554
2024,7,1,Debiased_Whittle,1399,258.0454,257.3904,257.6240,257.6743,257.8247,257.3742,257.8406,258.7387,1.1158,0.0796
2024,7,1,Corridor_4x4_lag643,1399,258.0345,257.3377,257.5410,257.5833,257.7350,257.3293,257.8122,258.7221,1.1067,0.1009
2024,7,2,Vecchia_mm20,1482,256.1385,255.8762,255.2846,255.5335,255.9427,256.3741,256.8792,258.6669,0.2080,0.3209
2024,7,2,Debiased_Whittle,1482,256.1631,255.8881,255.2703,255.5283,255.9449,256.4340,256.9419,258.7291,0.2018,0.3421
2024,7,2,Corridor_4x4_lag643,1482,256.1676,255.8872,255.2684,255.5205,255.9314,256.4140,256.9234,258.7139,0.2004,0.3454
2024,7,3,Vecchia_mm20,1483,258.1940,257.9223,257.5458,257.0956,257.4600,257.0240,257.7801,259.2262,1.0592,-0.2883
2024,7,3,Debiased_Whittle,1483,258.2514,257.9720,257.5576,257.1295,257.5023,257.1009,257.8475,259.2795,1.1468,-0.2966
2024,7,3,Corridor_4x4_lag643,1483,258.2501,257.9727,257.5654,257.1359,257.5080,257.0969,257.8454,259.2783,1.1423,-0.2957
2024,7,4,Vecchia_mm20,1464,257.8012,257.2428,257.0752,256.0902,256.2118,255.4971,255.9396,257.6054,0.6197,-0.4678
2024,7,4,Debiased_Whittle,1464,257.8953,257.2566,257.0446,256.0444,256.1721,255.4835,255.9719,257.6680,0.5940,-0.5508
2024,7,4,Corridor_4x4_lag643,1464,257.8744,257.2655,257.0660,256.0672,256.1902,255.4900,255.9605,257.6483,0.5986,-0.5340
2024,7,5,Vecchia_mm20,1508,256.3572,255.9222,255.2378,254.8278,255.0866,255.7879,257.0193,258.8239,0.8611,0.4018
2024,7,5,Debiased_Whittle,1508,256.2965,255.8467,255.1867,254.8016,255.0971,255.8131,257.0889,258.8817,0.8053,0.4105
2024,7,5,Corridor_4x4_lag643,1508,256.3101,255.8675,255.2027,254.8142,255.1009,255.8158,257.0816,258.8791,0.8142,0.4094
2024,7,6,Vecchia_mm20,1477,256.9074,256.7490,256.1632,256.5277,257.0736,258.2216,259.5457,261.1128,0.3505,-0.2280
2024,7,6,Debiased_Whittle,1477,257.0562,256.9178,256.3109,256.6791,257.3116,258.4667,259.7644,261.2826,0.3251,-0.2470
2024,7,6,Corridor_4x4_lag643,1477,257.0367,256.8892,256.2737,256.6291,257.2347,258.4060,259.7197,261.2584,0.3171,-0.2376
2024,7,7,Vecchia_mm20,1488,258.8041,258.3657,257.4948,257.1140,257.0810,257.6626,257.5563,258.8956,-0.2892,-0.0714
2024,7,7,Debiased_Whittle,1488,258.9028,258.4918,257.6276,257.2254,257.1861,257.7909,257.6730,259.0086,-0.2770,-0.0023
2024,7,7,Corridor_4x4_lag643,1488,258.8632,258.4489,257.5825,257.1898,257.1577,257.7518,257.6476,258.9813,-0.2858,-0.0059
2024,7,8,Vecchia_mm20,1461,255.9522,255.9435,255.7100,256.1285,256.1972,256.7933,258.2044,259.8828,0.3873,-0.0977
2024,7,8,Debiased_Whittle,1461,255.9647,255.9601,255.6485,255.9665,256.0193,256.6623,258.1134,259.8271,0.3625,-0.0478
2024,7,8,Corridor_4x4_lag643,1461,255.9616,255.9546,255.6654,256.0081,256.0625,256.6899,258.1290,259.8359,0.3651,-0.0586
2024,7,9,Vecchia_mm20,1470,261.7035,261.3506,261.7162,261.3859,261.6830,261.4279,262.2740,263.9979,0.7376,0.1629
