frac_index,scaled_cumsum,scaled_expected,conditional_eigenvalue,dataset_id,data_kind,date,geometry
0.002,0.0026820563368231127,0.002,54.320262019573,synthetic_20250706,synthetic,2025-07-06,fixed
0.004,0.005252734684922006,0.004,49.60726822412064,synthetic_20250706,synthetic,2025-07-06,fixed
0.006,0.0075445766651221335,0.006,49.212002398467824,synthetic_20250706,synthetic,2025-07-06,fixed
0.008,0.009638032062335418,0.008,48.857535611193526,synthetic_20250706,synthetic,2025-07-06,fixed
0.01,0.01192751834204977,0.01,47.70002206537236,synthetic_20250706,synthetic,2025-07-06,fixed
0.012,0.014416385803439208,0.012,45.0711887814098,synthetic_20250706,synthetic,2025-07-06,fixed
0.014,0.016275190010772825,0.014,42.35245568202207,synthetic_20250706,synthetic,2025-07-06,fixed
0.016,0.01805710458217883,0.016,41.20727053061571,synthetic_20250706,synthetic,2025-07-06,fixed
0.018000000000000002,0.020068128263287553,0.018000000000000002,39.526963190815756,synthetic_20250706,synthetic,2025-07-06,fixed
0.020000000000000004,0.02184410123712144,0.020000000000000004,37.420212493843046,synthetic_20250706,synthetic,2025-07-06,fixed
0.022,0.02386561124999489,0.022,35.993549242850975,synthetic_20250706,synthetic,2025-07-06,fixed
0.024,0.026004882398709444,0.024,32.545842228621076,synthetic_20250706,synthetic,2025-07-06,fixed
0.026000000000000002,0.02768350427025466,0.026000000000000002,31.354877547511663,synthetic_20250706,synthetic,2025-07-06,fixed
0.028000000000000004,0.029328670007454597,0.028000000000000004,29.862256580637748,synthetic_20250706,synthetic,2025-07-06,fixed
0.03,0.03100326709813703,0.03,28.29046450069615,synthetic_20250706,synthetic,2025-07-06,fixed
0.032,0.03271499227558044,0.032,26.62629926610294,synthetic_20250706,synthetic,2025-07-06,fixed
0.034,0.03449907165717362,0.034,25.48039070035542,synthetic_20250706,synthetic,2025-07-06,fixed
0.036000000000000004,0.036091635321485946,0.036000000000000004,24.443877144409623,synthetic_20250706,synthetic,2025-07-06,fixed
0.038000000000000006,0.037880944709178736,0.038000000000000006,23.88388094513304,synthetic_20250706,synthetic,2025-07-06,fixed
0.04,0.03968328992418192,0.04,22.768762806745734,synthetic_20250706,synthetic,2025-07-06,fixed
0.042,0.041387318359527116,0.042,22.542783642023373,synthetic_20250706,synthetic,2025-07-06,fixed
0.044000000000000004,0.04297435188927213,0.044000000000000004,22.377154546128153,synthetic_20250706,synthetic,2025-07-06,fixed
0.046,0.044794587795627665,0.046,21.23682860823849,synthetic_20250706,synthetic,2025-07-06,fixed
0.048,0.046473851630937126,0.048,20.419134812299912,synthetic_20250706,synthetic,2025-07-06,fixed
0.05,0.048104178534000744,0.05,20.096119806303246,synthetic_20250706,synthetic,2025-07-06,fixed
0.052000000000000005,0.04965637345605495,0.052000000000000005,19.36606995805006,synthetic_20250706,synthetic,2025-07-06,fixed
0.054000000000000006,0.051375418318662776,0.054000000000000006,19.212481890170075,synthetic_20250706,synthetic,2025-07-06,fixed
0.056,0.053136922596933124,0.056,19.170860885780808,synthetic_20250706,synthetic,2025-07-06,fixed
0.058,0.054852849459271845,0.058,19.13828160439191,synthetic_20250706,synthetic,2025-07-06,fixed
0.060000000000000005,0.05680198661855443,0.060000000000000005,19.104610129529725,synthetic_20250706,synthetic,2025-07-06,fixed
0.062,0.058722058262766115,0.062,18.635205056238185,synthetic_20250706,synthetic,2025-07-06,fixed
0.064,0.06012836294073555,0.064,17.375087999202773,synthetic_20250706,synthetic,2025-07-06,fixed
0.066,0.061951319570536685,0.066,16.45012641987355,synthetic_20250706,synthetic,2025-07-06,fixed
0.068,0.06367457539577671,0.068,16.001906601651108,synthetic_20250706,synthetic,2025-07-06,fixed
0.07,0.0654324791259552,0.07,15.225342704044312,synthetic_20250706,synthetic,2025-07-06,fixed
0.07200000000000001,0.06735049975466421,0.07200000000000001,14.934733538391393,synthetic_20250706,synthetic,2025-07-06,fixed
0.07400000000000001,0.06875812609056438,0.07400000000000001,14.882476977275132,synthetic_20250706,synthetic,2025-07-06,fixed
0.076,0.0703408134909032,0.076,14.822047661944781,synthetic_20250706,synthetic,2025-07-06,fixed
0.078,0.07204411694596305,0.078,14.711735004779532,synthetic_20250706,synthetic,2025-07-06,fixed
0.08,0.07371657228602341,0.08,14.624674406074337,synthetic_20250706,synthetic,2025-07-06,fixed
0.082,0.07528666690495019,0.082,14.583228307034675,synthetic_20250706,synthetic,2025-07-06,fixed
0.084,0.07697467708927151,0.084,14.54029785013586,synthetic_20250706,synthetic,2025-07-06,fixed
0.08600000000000001,0.07854777365443388,0.08600000000000001,14.4824371085371,synthetic_20250706,synthetic,2025-07-06,fixed
0.08800000000000001,0.08025752095775801,0.08800000000000001,14.368143595583687,synthetic_20250706,synthetic,2025-07-06,fixed
0.09,0.0818173086385297,0.09,14.0079274787868,synthetic_20250706,synthetic,2025-07-06,fixed
0.092,0.08347811964448236,0.092,13.62108320377687,synthetic_20250706,synthetic,2025-07-06,fixed
0.094,0.08542905925821866,0.094,13.479291369881572,synthetic_20250706,synthetic,2025-07-06,fixed
0.096,0.08720685594868745,0.096,13.195985222182234,synthetic_20250706,synthetic,2025-07-06,fixed
0.098,0.08878213761752848,0.098,13.014421888288311,synthetic_20250706,synthetic,2025-07-06,fixed
0.1,0.09058821368482856,0.1,12.784990741268897,synthetic_20250706,synthetic,2025-07-06,fixed
0.10200000000000001,0.09220711872097247,0.10200000000000001,12.473227839012107,synthetic_20250706,synthetic,2025-07-06,fixed
0.10400000000000001,0.09371794025283295,0.10400000000000001,12.191362380129096,synthetic_20250706,synthetic,2025-07-06,fixed
0.10600000000000001,0.09537970968923899,0.10600000000000001,12.092481463664432,synthetic_20250706,synthetic,2025-07-06,fixed
0.108,0.09688471941543285,0.108,12.013189130540622,synthetic_20250706,synthetic,2025-07-06,fixed
0.11,0.09878292955724492,0.11,11.901184241352428,synthetic_20250706,synthetic,2025-07-06,fixed
0.112,0.10051696835172196,0.112,11.60596183399931,synthetic_20250706,synthetic,2025-07-06,fixed
0.114,0.1020078652417324,0.114,11.168949467613647,synthetic_20250706,synthetic,2025-07-06,fixed
0.116,0.10347045336060638,0.116,10.447509728022938,synthetic_20250706,synthetic,2025-07-06,fixed
0.11800000000000001,0.10521616727677648,0.11800000000000001,10.079683266681414,synthetic_20250706,synthetic,2025-07-06,fixed
0.12000000000000001,0.10696635966642784,0.12000000000000001,9.876274149685923,synthetic_20250706,synthetic,2025-07-06,fixed
0.122,0.1085144052458292,0.122,9.7273667449088,synthetic_20250706,synthetic,2025-07-06,fixed
0.124,0.10999448261748104,0.124,9.613356797971369,synthetic_20250706,synthetic,2025-07-06,fixed
0.126,0.11176140470072043,0.126,9.477809170281,synthetic_20250706,synthetic,2025-07-06,fixed
0.128,0.11338658785902028,0.128,9.357341302136879,synthetic_20250706,synthetic,2025-07-06,fixed
0.13,0.11490396460671912,0.13,9.249139044467377,synthetic_20250706,synthetic,2025-07-06,fixed
0.132,0.11674185402741862,0.132,9.14645665622126,synthetic_20250706,synthetic,2025-07-06,fixed
0.134,0.1182750532704721,0.134,9.074953551344686,synthetic_20250706,synthetic,2025-07-06,fixed
0.136,0.1198458381663648,0.136,8.980309061721782,synthetic_20250706,synthetic,2025-07-06,fixed
0.138,0.12154181000556583,0.138,8.893879999287824,synthetic_20250706,synthetic,2025-07-06,fixed
0.14,0.12325410329689414,0.14,8.789835825524541,synthetic_20250706,synthetic,2025-07-06,fixed
0.14200000000000002,0.12498053026645484,0.14200000000000002,8.68075420758168,synthetic_20250706,synthetic,2025-07-06,fixed
0.14400000000000002,0.12647722309420723,0.14400000000000002,8.33276657588887,synthetic_20250706,synthetic,2025-07-06,fixed
0.14600000000000002,0.12808866535398403,0.14600000000000002,8.105829113363153,synthetic_20250706,synthetic,2025-07-06,fixed
0.148,0.1301239616519834,0.148,7.910308928273643,synthetic_20250706,synthetic,2025-07-06,fixed
0.15,0.131865360370974,0.15,7.786045310583604,synthetic_20250706,synthetic,2025-07-06,fixed
0.152,0.13361412774068643,0.152,7.72855974378772,synthetic_20250706,synthetic,2025-07-06,fixed
0.154,0.13511020102623575,0.154,7.690281606078556,synthetic_20250706,synthetic,2025-07-06,fixed
0.156,0.13676485367802968,0.156,7.5451636870964105,synthetic_20250706,synthetic,2025-07-06,fixed
0.158,0.1384079334995079,0.158,7.502746409985623,synthetic_20250706,synthetic,2025-07-06,fixed
0.16,0.14025260813655296,0.16,7.434260902181824,synthetic_20250706,synthetic,2025-07-06,fixed
0.162,0.14206122698054297,0.162,7.420595566691632,synthetic_20250706,synthetic,2025-07-06,fixed
0.164,0.14390684984460006,0.164,7.413219646074311,synthetic_20250706,synthetic,2025-07-06,fixed
0.166,0.1455097604867959,0.166,7.405508430886948,synthetic_20250706,synthetic,2025-07-06,fixed
0.168,0.14730819333929868,0.168,7.392203829984417,synthetic_20250706,synthetic,2025-07-06,fixed
0.17,0.1489338068341442,0.17,7.323950785568839,synthetic_20250706,synthetic,2025-07-06,fixed
0.17200000000000001,0.15050188863394698,0.17200000000000001,7.270318555497758,synthetic_20250706,synthetic,2025-07-06,fixed
0.17400000000000002,0.15216359505848373,0.17400000000000002,7.18601049121825,synthetic_20250706,synthetic,2025-07-06,fixed
0.17600000000000002,0.15384875967541195,0.17600000000000002,7.11828526053764,synthetic_20250706,synthetic,2025-07-06,fixed
0.178,0.15549320489169383,0.178,7.080146756251678,synthetic_20250706,synthetic,2025-07-06,fixed
0.18,0.15741058100711997,0.18,7.054379202597914,synthetic_20250706,synthetic,2025-07-06,fixed
0.182,0.15902072318629487,0.182,7.034085044304374,synthetic_20250706,synthetic,2025-07-06,fixed
0.184,0.16086748827545977,0.184,7.013543132974893,synthetic_20250706,synthetic,2025-07-06,fixed
0.186,0.1623789580311766,0.186,6.995442350577662,synthetic_20250706,synthetic,2025-07-06,fixed
0.188,0.1638223669878389,0.188,6.9753462307585705,synthetic_20250706,synthetic,2025-07-06,fixed
0.19,0.16565041498985308,0.19,6.895459666151433,synthetic_20250706,synthetic,2025-07-06,fixed
0.192,0.16753517175943464,0.192,6.782752238234916,synthetic_20250706,synthetic,2025-07-06,fixed
0.194,0.16941383064912524,0.194,6.756841873598829,synthetic_20250706,synthetic,2025-07-06,fixed
0.196,0.17107629015771464,0.196,6.741842085346485,synthetic_20250706,synthetic,2025-07-06,fixed
0.198,0.17282017802994007,0.198,6.7276093846752945,synthetic_20250706,synthetic,2025-07-06,fixed
0.2,0.1744313640700299,0.2,6.659058254472681,synthetic_20250706,synthetic,2025-07-06,fixed
0.202,0.17620928812286435,0.202,6.517884667283228,synthetic_20250706,synthetic,2025-07-06,fixed
0.20400000000000001,0.17793788576750116,0.20400000000000001,6.401041770521085,synthetic_20250706,synthetic,2025-07-06,fixed
0.20600000000000002,0.17948224078149014,0.20600000000000002,6.323180171707991,synthetic_20250706,synthetic,2025-07-06,fixed
0.20800000000000002,0.1809624565690171,0.20800000000000002,6.180602004456685,synthetic_20250706,synthetic,2025-07-06,fixed
0.21000000000000002,0.18241945370650448,0.21000000000000002,6.064477603081624,synthetic_20250706,synthetic,2025-07-06,fixed
0.212,0.18438916394684887,0.212,5.992206404365906,synthetic_20250706,synthetic,2025-07-06,fixed
0.214,0.18625440107282074,0.214,5.8587185739590035,synthetic_20250706,synthetic,2025-07-06,fixed
0.216,0.18776168914000727,0.216,5.744381132964139,synthetic_20250706,synthetic,2025-07-06,fixed
0.218,0.1894162026473014,0.218,5.637338719493484,synthetic_20250706,synthetic,2025-07-06,fixed
0.22,0.19117893508919248,0.22,5.512283345456008,synthetic_20250706,synthetic,2025-07-06,fixed
0.222,0.19295365894437275,0.222,5.434455878215977,synthetic_20250706,synthetic,2025-07-06,fixed
0.224,0.19429510424712793,0.224,5.364939216972021,synthetic_20250706,synthetic,2025-07-06,fixed
0.226,0.19605207250842444,0.226,5.279640072916401,synthetic_20250706,synthetic,2025-07-06,fixed
0.228,0.19768665747043143,0.228,5.176001544151114,synthetic_20250706,synthetic,2025-07-06,fixed
0.23,0.19906767861633715,0.23,5.1609786785359155,synthetic_20250706,synthetic,2025-07-06,fixed
0.232,0.20088025954379185,0.232,5.152277715661619,synthetic_20250706,synthetic,2025-07-06,fixed
0.234,0.20244440124899252,0.234,5.1396099916767986,synthetic_20250706,synthetic,2025-07-06,fixed
0.23600000000000002,0.20425721112599735,0.23600000000000002,5.115165255052823,synthetic_20250706,synthetic,2025-07-06,fixed
0.23800000000000002,0.20583200204269145,0.23800000000000002,5.076870093076258,synthetic_20250706,synthetic,2025-07-06,fixed
0.24000000000000002,0.20725140679956086,0.24000000000000002,5.02930201164202,synthetic_20250706,synthetic,2025-07-06,fixed
0.242,0.20913603262171213,0.242,4.9763065466556355,synthetic_20250706,synthetic,2025-07-06,fixed
0.244,0.21081512411604827,0.244,4.934119569080192,synthetic_20250706,synthetic,2025-07-06,fixed
0.246,0.21253163678055711,0.246,4.908463760063266,synthetic_20250706,synthetic,2025-07-06,fixed
0.248,0.2140806449778218,0.248,4.888157482451497,synthetic_20250706,synthetic,2025-07-06,fixed
0.25,0.21570792159252375,0.25,4.873191597017161,synthetic_20250706,synthetic,2025-07-06,fixed
0.252,0.21729015445630495,0.252,4.853858269576791,synthetic_20250706,synthetic,2025-07-06,fixed
0.254,0.21890149022704164,0.254,4.827730631768086,synthetic_20250706,synthetic,2025-07-06,fixed
0.256,0.22058940416733147,0.256,4.802287290388426,synthetic_20250706,synthetic,2025-07-06,fixed
0.258,0.22249468184686444,0.258,4.789219710307654,synthetic_20250706,synthetic,2025-07-06,fixed
0.26,0.22401900349082388,0.26,4.773525777398398,synthetic_20250706,synthetic,2025-07-06,fixed
0.262,0.22574313003871083,0.262,4.760405292491478,synthetic_20250706,synthetic,2025-07-06,fixed
0.264,0.2272611820668836,0.264,4.748643546868248,synthetic_20250706,synthetic,2025-07-06,fixed
0.266,0.22907044208389818,0.266,4.736828975851317,synthetic_20250706,synthetic,2025-07-06,fixed
0.268,0.2309010697303991,0.268,4.724550616877823,synthetic_20250706,synthetic,2025-07-06,fixed
0.27,0.23261577453154586,0.27,4.712951889519876,synthetic_20250706,synthetic,2025-07-06,fixed
0.272,0.2342292752032262,0.272,4.698148962816606,synthetic_20250706,synthetic,2025-07-06,fixed
0.274,0.23599563577409272,0.274,4.678853772886665,synthetic_20250706,synthetic,2025-07-06,fixed
0.276,0.23775863158999452,0.276,4.648961432588738,synthetic_20250706,synthetic,2025-07-06,fixed
0.278,0.23933473006732858,0.278,4.61656214088416,synthetic_20250706,synthetic,2025-07-06,fixed
0.28,0.241115930911646,0.28,4.586889557444365,synthetic_20250706,synthetic,2025-07-06,fixed
0.28200000000000003,0.24275390174355055,0.28200000000000003,4.559884782193514,synthetic_20250706,synthetic,2025-07-06,fixed
0.28400000000000003,0.24466473846334494,0.28400000000000003,4.5315605977172195,synthetic_20250706,synthetic,2025-07-06,fixed
0.28600000000000003,0.24617452950944235,0.28600000000000003,4.496902239296602,synthetic_20250706,synthetic,2025-07-06,fixed
0.28800000000000003,0.24779024723517132,0.28800000000000003,4.465823918067539,synthetic_20250706,synthetic,2025-07-06,fixed
0.29000000000000004,0.24972386828694698,0.29000000000000004,4.4330602543700195,synthetic_20250706,synthetic,2025-07-06,fixed
0.292,0.251179700436384,0.292,4.4026801756573,synthetic_20250706,synthetic,2025-07-06,fixed
0.294,0.2529914742998299,0.294,4.388509367051679,synthetic_20250706,synthetic,2025-07-06,fixed
0.296,0.2548334518108745,0.296,4.379019081650735,synthetic_20250706,synthetic,2025-07-06,fixed
0.298,0.2565613100829684,0.298,4.372571101797697,synthetic_20250706,synthetic,2025-07-06,fixed
0.3,0.2583340417867143,0.3,4.362940054025867,synthetic_20250706,synthetic,2025-07-06,fixed
0.302,0.26039230017138537,0.302,4.351859514939036,synthetic_20250706,synthetic,2025-07-06,fixed
0.304,0.26233758117479966,0.304,4.308968598572358,synthetic_20250706,synthetic,2025-07-06,fixed
0.306,0.2639147204817367,0.306,4.234400048480716,synthetic_20250706,synthetic,2025-07-06,fixed
0.308,0.26561983347810925,0.308,4.18228206213037,synthetic_20250706,synthetic,2025-07-06,fixed
0.31,0.2674234440289792,0.31,4.150166761403112,synthetic_20250706,synthetic,2025-07-06,fixed
0.312,0.269293098567901,0.312,4.132038182427283,synthetic_20250706,synthetic,2025-07-06,fixed
0.314,0.27086428855338274,0.314,4.1144663577628915,synthetic_20250706,synthetic,2025-07-06,fixed
0.316,0.27253375320477313,0.316,4.084236616596831,synthetic_20250706,synthetic,2025-07-06,fixed
0.318,0.2742290816784583,0.318,4.029856300330111,synthetic_20250706,synthetic,2025-07-06,fixed
0.32,0.2763219299642319,0.32,3.9629441975705504,synthetic_20250706,synthetic,2025-07-06,fixed
0.322,0.27826644634239994,0.322,3.9275516806456054,synthetic_20250706,synthetic,2025-07-06,fixed
0.324,0.2800783431180768,0.324,3.9041992013417,synthetic_20250706,synthetic,2025-07-06,fixed
0.326,0.28192976833673855,0.326,3.885967948756847,synthetic_20250706,synthetic,2025-07-06,fixed
0.328,0.28356605512837924,0.328,3.8718571764607437,synthetic_20250706,synthetic,2025-07-06,fixed
0.33,0.2855941428108114,0.33,3.855304813689669,synthetic_20250706,synthetic,2025-07-06,fixed
0.332,0.28734548933338233,0.332,3.838759018684579,synthetic_20250706,synthetic,2025-07-06,fixed
0.334,0.28928762798183866,0.334,3.82075334933855,synthetic_20250706,synthetic,2025-07-06,fixed
0.336,0.2911611469484613,0.336,3.790564021512481,synthetic_20250706,synthetic,2025-07-06,fixed
0.338,0.2930369160469642,0.338,3.7406865000132554,synthetic_20250706,synthetic,2025-07-06,fixed
0.34,0.29506610096452834,0.34,3.707096674246398,synthetic_20250706,synthetic,2025-07-06,fixed
0.342,0.29694439791239197,0.342,3.680433339112697,synthetic_20250706,synthetic,2025-07-06,fixed
0.34400000000000003,0.2989873196295547,0.34400000000000003,3.6729003321530858,synthetic_20250706,synthetic,2025-07-06,fixed
0.34600000000000003,0.30097097474949097,0.34600000000000003,3.664726449407154,synthetic_20250706,synthetic,2025-07-06,fixed
0.34800000000000003,0.30254439052545257,0.34800000000000003,3.6466430643643,synthetic_20250706,synthetic,2025-07-06,fixed
0.35000000000000003,0.30439894756021507,0.35000000000000003,3.6408643223181985,synthetic_20250706,synthetic,2025-07-06,fixed
0.35200000000000004,0.30637747881548477,0.35200000000000004,3.6375335905517248,synthetic_20250706,synthetic,2025-07-06,fixed
0.354,0.3082161974497612,0.354,3.6353141708265353,synthetic_20250706,synthetic,2025-07-06,fixed
0.356,0.31016126589375353,0.356,3.632240270180417,synthetic_20250706,synthetic,2025-07-06,fixed
0.358,0.3117507161107726,0.358,3.6261809694238005,synthetic_20250706,synthetic,2025-07-06,fixed
0.36,0.31363641664633046,0.36,3.584885595903888,synthetic_20250706,synthetic,2025-07-06,fixed
0.362,0.3152868363222655,0.362,3.5483334176766355,synthetic_20250706,synthetic,2025-07-06,fixed
0.364,0.3170780931354012,0.364,3.4988937627978403,synthetic_20250706,synthetic,2025-07-06,fixed
