handedness,time_k,time_l,candidate_center_count,center_latitude,center_longitude,q_a,q_b,contrast_l,joint_variance_l,separable_variance_l,joint_h_aa,joint_h_bb,joint_h_ab,separable_h_aa,separable_h_bb,separable_h_ab,maximum_grid_error_standardized,maximum_source_error_standardized
clockwise,0,1,18126,-1.344000000000003,123.12500000000149,3.7385128936433256,-1.0249809059640418,0.42769134123894637,1.7075780886844611,2.4905765821272543,35.395133841425682,35.02616426364564,0.17244774365703264,46.345294297979208,45.185030093401025,5.8381825002665746,0.025390914898638726,0.031056567666696372
clockwise,0,1,18126,-1.344000000000003,123.18800000000148,-2.4665249972972889,0.85570057878261907,-0.25453356964390328,1.7064177703202816,2.488528175657807,35.371252970827868,35.002246259453159,0.17230155201300468,46.304825804863043,45.14125768693161,5.8378260094729786,0.025390914898638726,0.030978191495090804
clockwise,0,1,18126,-1.344000000000003,123.25100000000147,-10.966714818576135,-2.8952801556701493,-2.1636463250182376,1.7060866353155257,2.4879510115268499,35.363981787601737,34.995640463099235,0.17238352156865577,46.292324197137638,45.129891412593153,5.8378088947816913,0.025390914898638726,0.031179322409936851
clockwise,0,1,18126,-1.344000000000003,123.31400000000146,-9.1985722404444967,3.0529505122506118,-0.97054512909367874,1.7063729850106442,2.4883540144289076,35.369645137220374,35.00147965682207,0.1725677811780697,46.30208474910809,45.136588634071316,5.8379057477374854,0.025390914898638726,0.031393447418836824
clockwise,0,1,18126,-1.344000000000003,123.37700000000144,-7.0280781544578073,-4.2778565851615262,-1.7596872874770768,1.7065757609900265,2.4887326308348796,35.373845669172411,35.006246882291805,0.17229074956194501,46.308752150419323,45.146609344285253,5.837435843398084,0.025390914898638726,0.032474568787381211
clockwise,0,1,18126,-1.344000000000003,123.44000000000143,-5.1392467725838493,1.0943328771835965,-0.63640567580776608,1.7072973962736244,2.4899262011899146,35.38753307119778,35.021368154768936,0.17285298566515639,46.3315524702505,45.17314737687439,5.8375324288956207,0.025390914898638726,0.033576682803865443
clockwise,0,1,18126,-1.344000000000003,123.50300000000142,8.0767332156752083,5.1669417006799829,2.0608760977423017,1.7066980894647614,2.4888433775317895,35.376168327687068,35.009037626579151,0.17227298921299239,46.312419143260918,45.148119666015774,5.8371240473917343,0.025390914898638726,0.033686894205504921
clockwise,0,1,18126,-1.344000000000003,123.56600000000141,-4.6997768683737746,3.3051502282338947,-0.22705736239040286,1.7072135826257739,2.4897553724854116,35.386186558353103,35.019597169168208,0.1726712751659274,46.32891713869617,45.169429005608741,5.8371600520540863,0.025390914898638726,0.034804752707929126
clockwise,0,1,18126,-1.344000000000003,123.6290000000014,-6.9218171937617292,0.72142843058597972,-0.97304402641597543,1.7067492409086076,2.4889179311613803,35.377028455869549,35.009905070511465,0.17246930443612407,46.313461898834746,45.150418924527926,5.8370085457197725,0.025390914898638726,0.035203613018652068
clockwise,0,1,18126,-1.344000000000003,123.69200000000139,-2.4482717057721199,-0.68758803822575576,-0.48937490494861385,1.7073759626673743,2.4900450986252589,35.390990303181688,35.02207258206397,0.17237711802145594,46.336467375300963,45.174799856859174,5.8366851497686509,0.025390914898638726,0.036206011957451836
