dataset_id,data_kind,date,method,index,frac_index,eigenvalue,whitened_score,squared_score,cumulative_squared_score,expected,scaled_cumulative,scaled_expected,scaled_band_lower,scaled_band_upper
real_20240707,real,2024-07-07,shifted,1,0.0003133813851,64.68895221,1.300639429,1.691662924,1.691662924,1,0.0005301356702,0.0003133813851,-0.03368700322,0.03431376599
real_20240707,real,2024-07-07,shifted,2,0.0006267627703,63.82900967,7.661098703,58.69243333,60.38409626,2,0.01892325173,0.0006267627703,-0.03337362183,0.03462714737
real_20240707,real,2024-07-07,shifted,3,0.0009401441554,62.89903405,7.592881577,57.65185064,118.0359469,3,0.03699026854,0.0009401441554,-0.03306024044,0.03494052876
real_20240707,real,2024-07-07,shifted,4,0.001253525541,62.0539481,1.626804192,2.646491879,120.6824388,4,0.03781962983,0.001253525541,-0.03274685906,0.03525391014
real_20240707,real,2024-07-07,shifted,5,0.001566906926,61.56745842,-4.813639396,23.17112424,143.853563,5,0.04508102884,0.001566906926,-0.03243347767,0.03556729153
real_20240707,real,2024-07-07,shifted,6,0.001880288311,60.45595498,-0.4597457679,0.2113661711,144.0649292,6,0.04514726706,0.001880288311,-0.03212009629,0.03588067291
real_20240707,real,2024-07-07,shifted,7,0.002193669696,60.37357133,3.038487308,9.232405121,153.2973343,7,0.04804053096,0.002193669696,-0.0318067149,0.0361940543
real_20240707,real,2024-07-07,shifted,8,0.002507051081,59.21785555,-4.964459173,24.64585488,177.9431892,8,0.05576408311,0.002507051081,-0.03149333352,0.03650743568
real_20240707,real,2024-07-07,shifted,9,0.002820432466,59.07789864,-3.277891008,10.74456946,188.6877586,9,0.05913123117,0.002820432466,-0.03117995213,0.03682081707
real_20240707,real,2024-07-07,shifted,10,0.003133813851,58.50799561,3.308872275,10.94863573,199.6363944,10,0.0625623298,0.003133813851,-0.03086657075,0.03713419845
real_20240707,real,2024-07-07,shifted,11,0.003447195237,58.22090151,2.428122479,5.895778774,205.5321732,11,0.06440995711,0.003447195237,-0.03055318936,0.03744757984
real_20240707,real,2024-07-07,shifted,12,0.003760576622,57.42910154,-3.837069836,14.72310493,220.2552781,12,0.06902390413,0.003760576622,-0.03023980798,0.03776096122
real_20240707,real,2024-07-07,shifted,13,0.004073958007,56.86843068,-1.570570576,2.466691934,222.72197,13,0.06979691947,0.004073958007,-0.02992642659,0.03807434261
real_20240707,real,2024-07-07,shifted,14,0.004387339392,56.4355653,0.7658493744,0.5865252642,223.3084953,14,0.06998072556,0.004387339392,-0.02961304521,0.03838772399
real_20240707,real,2024-07-07,shifted,15,0.004700720777,56.15906738,-0.3716056341,0.1380907473,223.446586,15,0.07002400063,0.004700720777,-0.02929966382,0.03870110538
real_20240707,real,2024-07-07,shifted,16,0.005014102162,55.32246766,-2.357768893,5.559074152,229.0056602,16,0.07176611099,0.005014102162,-0.02898628244,0.03901448676
real_20240707,real,2024-07-07,shifted,17,0.005327483547,55.13214269,-7.044037379,49.6184626,278.6241228,17,0.08731561353,0.005327483547,-0.02867290105,0.03932786815
real_20240707,real,2024-07-07,shifted,18,0.005640864933,54.63626005,2.835499471,8.04005725,286.66418,18,0.08983521781,0.005640864933,-0.02835951967,0.03964124953
real_20240707,real,2024-07-07,shifted,19,0.005954246318,54.27972727,0.915152563,0.8375042136,287.5016842,19,0.09009767604,0.005954246318,-0.02804613828,0.03995463092
real_20240707,real,2024-07-07,shifted,20,0.006267627703,53.72855195,0.640064872,0.4096830403,287.9113673,20,0.09022606308,0.006267627703,-0.0277327569,0.0402680123
real_20240707,real,2024-07-07,shifted,21,0.006581009088,53.0901534,-0.8738196623,0.7635608022,288.6749281,21,0.09046534882,0.006581009088,-0.02741937551,0.04058139369
real_20240707,real,2024-07-07,shifted,22,0.006894390473,52.63569651,0.3155555317,0.09957529359,288.7745034,22,0.09049655386,0.006894390473,-0.02710599413,0.04089477507
real_20240707,real,2024-07-07,shifted,23,0.007207771858,52.53301629,1.598270869,2.554469771,291.3289731,23,0.09129707714,0.007207771858,-0.02679261274,0.04120815646
real_20240707,real,2024-07-07,shifted,24,0.007521153243,52.1649445,-1.516328661,2.299252608,293.6282258,24,0.09201762011,0.007521153243,-0.02647923136,0.04152153784
real_20240707,real,2024-07-07,shifted,25,0.007834534629,51.92984785,0.5911853807,0.3495001544,293.9777259,25,0.09212714695,0.007834534629,-0.02616584997,0.04183491923
real_20240707,real,2024-07-07,shifted,26,0.008147916014,51.63603702,-2.687333342,7.221760493,301.1994864,26,0.09439031225,0.008147916014,-0.02585246859,0.04214830061
real_20240707,real,2024-07-07,shifted,27,0.008461297399,51.27716407,-1.899647925,3.608662239,304.8081486,27,0.09552119983,0.008461297399,-0.0255390872,0.042461682
real_20240707,real,2024-07-07,shifted,28,0.008774678784,50.62700804,0.6885838809,0.4741477611,305.2822964,28,0.09566978891,0.008774678784,-0.02522570582,0.04277506338
real_20240707,real,2024-07-07,shifted,29,0.009088060169,50.07840868,-2.459549009,6.049381325,311.3316777,29,0.09756555241,0.009088060169,-0.02491232443,0.04308844477
real_20240707,real,2024-07-07,shifted,30,0.009401441554,49.98835452,-2.551585927,6.510590741,317.8422685,30,0.09960585035,0.009401441554,-0.02459894305,0.04340182615
real_20240707,real,2024-07-07,shifted,31,0.00971482294,49.49254829,-0.8137276957,0.6621527627,318.5044212,31,0.0998133567,0.00971482294,-0.02428556166,0.04371520754
real_20240707,real,2024-07-07,shifted,32,0.01002820432,49.09832803,0.9051855976,0.819360966,319.3237822,32,0.1000701292,0.01002820432,-0.02397218028,0.04402858892
real_20240707,real,2024-07-07,shifted,33,0.01034158571,48.7714954,-0.02143981396,0.0004596656225,319.3242419,33,0.1000702732,0.01034158571,-0.02365879889,0.04434197031
real_20240707,real,2024-07-07,shifted,34,0.01065496709,48.50511324,-0.1335689799,0.01784067238,319.3420825,34,0.1000758642,0.01065496709,-0.02334541751,0.0446553517
real_20240707,real,2024-07-07,shifted,35,0.01096834848,48.0975405,0.02250290559,0.0005063807599,319.3425889,35,0.1000760229,0.01096834848,-0.02303203612,0.04496873308
real_20240707,real,2024-07-07,shifted,36,0.01128172987,48.02219228,-2.75078435,7.56681454,326.9094035,36,0.1024473217,0.01128172987,-0.02271865474,0.04528211447
real_20240707,real,2024-07-07,shifted,37,0.01159511125,47.82561481,-0.6194927882,0.3837713147,327.2931748,37,0.1025675885,0.01159511125,-0.02240527335,0.04559549585
real_20240707,real,2024-07-07,shifted,38,0.01190849264,47.53481195,1.491046092,2.223218448,329.5163932,38,0.1032643037,0.01190849264,-0.02209189196,0.04590887724
real_20240707,real,2024-07-07,shifted,39,0.01222187402,47.20773772,2.610589364,6.815176827,336.33157,39,0.1054000533,0.01222187402,-0.02177851058,0.04622225862
real_20240707,real,2024-07-07,shifted,40,0.01253525541,46.99065637,-1.787229536,3.194189415,339.5257595,40,0.1064010528,0.01253525541,-0.02146512919,0.04653564001
real_20240707,real,2024-07-07,shifted,41,0.01284863679,46.57744692,1.515338478,2.296250702,341.8220102,41,0.107120655,0.01284863679,-0.02115174781,0.04684902139
real_20240707,real,2024-07-07,shifted,42,0.01316201818,46.44439575,-0.2721483019,0.07406469823,341.8960749,42,0.1071438655,0.01316201818,-0.02083836642,0.04716240278
real_20240707,real,2024-07-07,shifted,43,0.01347539956,46.24936033,-1.3863047,1.921840721,343.8179156,43,0.1077461346,0.01347539956,-0.02052498504,0.04747578416
real_20240707,real,2024-07-07,shifted,44,0.01378878095,45.6134823,0.8098647477,0.6558809096,344.4737965,44,0.1079516755,0.01378878095,-0.02021160365,0.04778916555
real_20240707,real,2024-07-07,shifted,45,0.01410216233,45.4676913,-0.8282858591,0.6860574643,345.159854,45,0.1081666731,0.01410216233,-0.01989822227,0.04810254693
