model_variant,frac_index,scaled_cumsum_mean,scaled_cumsum_sd,n_days,n_scores_mean,residual_df_mean
matern_s03_n1,0.005000,0.006651,,1,141301.000000,141292.000001
matern_s03_n1,0.010000,0.012749,,1,141301.000000,141292.000001
matern_s03_n1,0.015000,0.018858,,1,141301.000000,141292.000001
matern_s03_n1,0.020000,0.026012,,1,141301.000000,141292.000001
matern_s03_n1,0.025000,0.032085,,1,141301.000000,141292.000001
matern_s03_n1,0.030000,0.039016,,1,141301.000000,141292.000001
matern_s03_n1,0.035000,0.045509,,1,141301.000000,141292.000001
matern_s03_n1,0.040000,0.051879,,1,141301.000000,141292.000001
matern_s03_n1,0.045000,0.058634,,1,141301.000000,141292.000001
matern_s03_n1,0.050000,0.065057,,1,141301.000000,141292.000001
matern_s03_n1,0.055000,0.071411,,1,141301.000000,141292.000001
matern_s03_n1,0.060000,0.077767,,1,141301.000000,141292.000001
matern_s03_n1,0.065000,0.083748,,1,141301.000000,141292.000001
matern_s03_n1,0.070000,0.090439,,1,141301.000000,141292.000001
matern_s03_n1,0.075000,0.097289,,1,141301.000000,141292.000001
matern_s03_n1,0.080000,0.103817,,1,141301.000000,141292.000001
matern_s03_n1,0.085000,0.110292,,1,141301.000000,141292.000001
matern_s03_n1,0.090000,0.116767,,1,141301.000000,141292.000001
matern_s03_n1,0.095000,0.123396,,1,141301.000000,141292.000001
matern_s03_n1,0.100000,0.129890,,1,141301.000000,141292.000001
matern_s03_n1,0.105000,0.135969,,1,141301.000000,141292.000001
matern_s03_n1,0.110000,0.142146,,1,141301.000000,141292.000001
matern_s03_n1,0.115000,0.147775,,1,141301.000000,141292.000001
matern_s03_n1,0.120000,0.154088,,1,141301.000000,141292.000001
matern_s03_n1,0.125000,0.160116,,1,141301.000000,141292.000001
matern_s03_n1,0.130000,0.165997,,1,141301.000000,141292.000001
matern_s03_n1,0.135000,0.171178,,1,141301.000000,141292.000001
matern_s03_n1,0.140000,0.177332,,1,141301.000000,141292.000001
matern_s03_n1,0.145000,0.183100,,1,141301.000000,141292.000001
matern_s03_n1,0.150000,0.189122,,1,141301.000000,141292.000001
matern_s03_n1,0.155000,0.194413,,1,141301.000000,141292.000001
matern_s03_n1,0.160000,0.200296,,1,141301.000000,141292.000001
matern_s03_n1,0.165000,0.205819,,1,141301.000000,141292.000001
matern_s03_n1,0.170000,0.211473,,1,141301.000000,141292.000001
matern_s03_n1,0.175000,0.217020,,1,141301.000000,141292.000001
matern_s03_n1,0.180000,0.222111,,1,141301.000000,141292.000001
matern_s03_n1,0.185000,0.228008,,1,141301.000000,141292.000001
matern_s03_n1,0.190000,0.233760,,1,141301.000000,141292.000001
matern_s03_n1,0.195000,0.239828,,1,141301.000000,141292.000001
matern_s03_n1,0.200000,0.245399,,1,141301.000000,141292.000001
matern_s03_n1,0.205000,0.251187,,1,141301.000000,141292.000001
matern_s03_n1,0.210000,0.256898,,1,141301.000000,141292.000001
matern_s03_n1,0.215000,0.262115,,1,141301.000000,141292.000001
matern_s03_n1,0.220000,0.267402,,1,141301.000000,141292.000001
matern_s03_n1,0.225000,0.272567,,1,141301.000000,141292.000001
matern_s03_n1,0.230000,0.277967,,1,141301.000000,141292.000001
matern_s03_n1,0.235000,0.283414,,1,141301.000000,141292.000001
matern_s03_n1,0.240000,0.288448,,1,141301.000000,141292.000001
matern_s03_n1,0.245000,0.293631,,1,141301.000000,141292.000001
matern_s03_n1,0.250000,0.298956,,1,141301.000000,141292.000001
matern_s03_n1,0.255000,0.303666,,1,141301.000000,141292.000001
matern_s03_n1,0.260000,0.309169,,1,141301.000000,141292.000001
matern_s03_n1,0.265000,0.314215,,1,141301.000000,141292.000001
matern_s03_n1,0.270000,0.319220,,1,141301.000000,141292.000001
matern_s03_n1,0.275000,0.324291,,1,141301.000000,141292.000001
matern_s03_n1,0.280000,0.329438,,1,141301.000000,141292.000001
matern_s03_n1,0.285000,0.334630,,1,141301.000000,141292.000001
matern_s03_n1,0.290000,0.339772,,1,141301.000000,141292.000001
matern_s03_n1,0.295000,0.345034,,1,141301.000000,141292.000001
matern_s03_n1,0.300000,0.350037,,1,141301.000000,141292.000001
matern_s03_n1,0.305000,0.355521,,1,141301.000000,141292.000001
matern_s03_n1,0.310000,0.360343,,1,141301.000000,141292.000001
matern_s03_n1,0.315000,0.365118,,1,141301.000000,141292.000001
matern_s03_n1,0.320000,0.369981,,1,141301.000000,141292.000001
matern_s03_n1,0.325000,0.374938,,1,141301.000000,141292.000001
matern_s03_n1,0.330000,0.380131,,1,141301.000000,141292.000001
matern_s03_n1,0.335000,0.384462,,1,141301.000000,141292.000001
matern_s03_n1,0.340000,0.388757,,1,141301.000000,141292.000001
matern_s03_n1,0.345000,0.393774,,1,141301.000000,141292.000001
matern_s03_n1,0.350000,0.399074,,1,141301.000000,141292.000001
matern_s03_n1,0.355000,0.404315,,1,141301.000000,141292.000001
matern_s03_n1,0.360000,0.408624,,1,141301.000000,141292.000001
matern_s03_n1,0.365000,0.413288,,1,141301.000000,141292.000001
matern_s03_n1,0.370000,0.418528,,1,141301.000000,141292.000001
matern_s03_n1,0.375000,0.423337,,1,141301.000000,141292.000001
matern_s03_n1,0.380000,0.428049,,1,141301.000000,141292.000001
matern_s03_n1,0.385000,0.432721,,1,141301.000000,141292.000001
matern_s03_n1,0.390000,0.437635,,1,141301.000000,141292.000001
matern_s03_n1,0.395000,0.442055,,1,141301.000000,141292.000001
matern_s03_n1,0.400000,0.447101,,1,141301.000000,141292.000001
