dataset_id,data_kind,date,method,index,frac_index,eigenvalue,whitened_score,squared_score,leverage,expected_increment,cumulative_squared_score,expected,scaled_cumulative,scaled_expected,scaled_band_lower,scaled_band_upper
synthetic_20250706,synthetic,2025-07-06,shifted,1,0.0002565236973,31.77023771,-0.6142778578,0.3773372865,0.1814328818,0.8185671182,0.3773372865,0.8185671182,0.0001182504815,0.0002565236973,-0.0337438609,0.0342569083
synthetic_20250706,synthetic,2025-07-06,shifted,2,0.0005169582991,30.96187145,-1.450567212,2.104145237,0.168953186,0.831046814,2.481482523,1.649613932,0.0007776504303,0.0005169582991,-0.0334834263,0.0345173429
synthetic_20250706,synthetic,2025-07-06,shifted,3,0.0007485459698,30.2154518,-1.218110378,1.483792892,0.2610037428,0.7389962572,3.965275415,2.388610189,0.001242643502,0.0007485459698,-0.03325183863,0.03474893057
synthetic_20250706,synthetic,2025-07-06,shifted,4,0.001020909933,30.06408848,-3.812511785,14.53524611,0.1308865939,0.8691134061,18.50052152,3.257723596,0.005797719061,0.001020909933,-0.03297947467,0.03502129453
synthetic_20250706,synthetic,2025-07-06,shifted,5,0.001301138541,29.87682219,-3.26963864,10.69053683,0.1057905121,0.8942094879,29.19105836,4.151933083,0.009147934303,0.001301138541,-0.03269924606,0.03530152314
synthetic_20250706,synthetic,2025-07-06,shifted,6,0.001593138539,29.57260433,0.790250233,0.6244954307,0.06822800437,0.9317719956,29.81555379,5.083705079,0.009343639546,0.001593138539,-0.03240724606,0.03559352314
synthetic_20250706,synthetic,2025-07-06,shifted,7,0.001898624873,29.44796428,-2.0064248,4.025740478,0.02519310902,0.974806891,33.84129427,6.05851197,0.01060523167,0.001898624873,-0.03210175973,0.03589900947
synthetic_20250706,synthetic,2025-07-06,shifted,8,0.00219871649,29.33543424,-2.173216438,4.722869686,0.04240764947,0.9575923505,38.56416395,7.016104321,0.01208529112,0.00219871649,-0.03180166811,0.03619910109
synthetic_20250706,synthetic,2025-07-06,shifted,9,0.002497982467,28.99183175,-2.881195402,8.301286946,0.04504226966,0.9549577303,46.8654509,7.971062051,0.01468675992,0.002497982467,-0.03150240213,0.03649836707
synthetic_20250706,synthetic,2025-07-06,shifted,10,0.002737698728,28.7099904,-0.6598267281,0.4353713111,0.2350654087,0.7649345913,47.30082221,8.735996642,0.01482319718,0.002737698728,-0.03126268587,0.03673808333
synthetic_20250706,synthetic,2025-07-06,shifted,11,0.003042165402,28.60911016,3.566768527,12.72183773,0.02844684484,0.9715531552,60.02265994,9.707549797,0.01880998431,0.003042165402,-0.0309582192,0.03704255
synthetic_20250706,synthetic,2025-07-06,shifted,12,0.003351733956,28.58234925,-0.3545783148,0.1257257813,0.01216674523,0.9878332548,60.14838572,10.69538305,0.01884938443,0.003351733956,-0.03064865064,0.03735211856
synthetic_20250706,synthetic,2025-07-06,shifted,13,0.003649551032,28.23464885,-3.966258606,15.73120733,0.04966570974,0.9503342903,75.87959305,11.64571734,0.02377925197,0.003649551032,-0.03035083357,0.03764993563
synthetic_20250706,synthetic,2025-07-06,shifted,14,0.003961981101,28.05906339,1.765104928,3.115595406,0.003035648467,0.9969643515,78.99518845,12.64268169,0.02475562158,0.003961981101,-0.0300384035,0.0379623657
synthetic_20250706,synthetic,2025-07-06,shifted,15,0.004265920055,27.97449371,1.215045366,1.476335242,0.03013079703,0.969869203,80.47152369,13.6125509,0.02521827756,0.004265920055,-0.02973446454,0.03826630466
synthetic_20250706,synthetic,2025-07-06,shifted,16,0.004578696686,27.83144413,0.9526545996,0.9075507862,0.001929771086,0.9980702289,81.37907448,14.61062113,0.02550268708,0.004578696686,-0.02942168791,0.03857908129
synthetic_20250706,synthetic,2025-07-06,shifted,17,0.004891383496,27.79181397,0.2986518316,0.08919291652,0.002216391681,0.9977836083,81.4682674,15.60840473,0.02553063848,0.004891383496,-0.0291090011,0.0388917681
synthetic_20250706,synthetic,2025-07-06,shifted,18,0.005203953143,27.48479667,4.196686101,17.61217423,0.002590253268,0.9974097467,99.08044163,16.60581448,0.03104996604,0.005203953143,-0.02879643146,0.03920433774
synthetic_20250706,synthetic,2025-07-06,shifted,19,0.005515583561,27.16417503,-0.6663641766,0.4440412159,0.005587337022,0.994412663,99.52448284,17.60022714,0.03118912029,0.005515583561,-0.02848480104,0.03951596816
synthetic_20250706,synthetic,2025-07-06,shifted,20,0.005826896698,27.09979673,-3.001342545,9.008057071,0.006599781078,0.9934002189,108.5325399,18.59362736,0.03401207769,0.005826896698,-0.0281734879,0.0398272813
synthetic_20250706,synthetic,2025-07-06,shifted,21,0.006135853273,26.90486856,-1.739125488,3.024557462,0.01411957016,0.9858804298,111.5570974,19.57950779,0.0349599177,0.006135853273,-0.02786453133,0.04013623787
synthetic_20250706,synthetic,2025-07-06,shifted,22,0.006446840484,26.86614425,-2.304651446,5.311418286,0.007639809168,0.9923601908,116.8685157,20.57186798,0.03662441732,0.006446840484,-0.02755354412,0.04044722508
synthetic_20250706,synthetic,2025-07-06,shifted,23,0.006759906102,26.79689008,1.248654348,1.559137681,0.001007611944,0.9989923881,118.4276533,21.57086037,0.03711302204,0.006759906102,-0.0272404785,0.0407602907
synthetic_20250706,synthetic,2025-07-06,shifted,24,0.007067489924,26.58133106,-0.325959776,0.1062497756,0.01850002512,0.9814999749,118.5339031,22.55236035,0.03714631875,0.007067489924,-0.02693289468,0.04106787452
synthetic_20250706,synthetic,2025-07-06,shifted,25,0.007379609485,26.45400935,1.248283386,1.558211413,0.00402648044,0.9959735196,120.0921145,23.54833387,0.0376346332,0.007379609485,-0.02662077512,0.04137999409
synthetic_20250706,synthetic,2025-07-06,shifted,26,0.007691629251,26.29845763,-1.641990351,2.696132312,0.004344926926,0.9956550731,122.7882468,24.54398894,0.03847955087,0.007691629251,-0.02630875535,0.04169201385
synthetic_20250706,synthetic,2025-07-06,shifted,27,0.007997214387,26.05069097,1.249223403,1.56055911,0.02487783141,0.9751221686,124.348806,25.51911111,0.03896860105,0.007997214387,-0.02600317021,0.04199759899
synthetic_20250706,synthetic,2025-07-06,shifted,28,0.008309470977,25.99170628,1.227153833,1.505906529,0.003589221573,0.9964107784,125.8547125,26.51552189,0.03944052412,0.008309470977,-0.02569091362,0.04230985558
synthetic_20250706,synthetic,2025-07-06,shifted,29,0.008617841734,25.96474062,0.7000907827,0.4901271041,0.01598891366,0.9840110863,126.3448396,27.49953297,0.03959412083,0.008617841734,-0.02538254287,0.04261822633
synthetic_20250706,synthetic,2025-07-06,shifted,30,0.008931061497,25.64200994,0.9009674748,0.8117423907,0.0005157370535,0.9994842629,127.156582,28.49901724,0.03984850579,0.008931061497,-0.0250693231,0.0429314461
synthetic_20250706,synthetic,2025-07-06,shifted,31,0.009243502523,25.52048794,2.089381621,4.365515559,0.003000685473,0.9969993145,131.5220975,29.49601655,0.0412165771,0.009243502523,-0.02475688208,0.04324388712
synthetic_20250706,synthetic,2025-07-06,shifted,32,0.009550986189,25.5023448,-0.2257899194,0.05098108769,0.01881962213,0.9811803779,131.5730786,30.47719693,0.04123255363,0.009550986189,-0.02444939841,0.04355137079
synthetic_20250706,synthetic,2025-07-06,shifted,33,0.009856703848,25.33874868,2.071833488,4.292494003,0.0244549493,0.9755450507,135.8655726,31.45274198,0.04257774134,0.009856703848,-0.02414368075,0.04385708845
synthetic_20250706,synthetic,2025-07-06,shifted,34,0.01016871866,25.15438108,1.129275075,1.275262194,0.004360721028,0.995639279,137.1408348,32.44838126,0.04297738478,0.01016871866,-0.02383166594,0.04416910326
synthetic_20250706,synthetic,2025-07-06,shifted,35,0.01047826851,25.10634262,0.6434313349,0.4140038828,0.01222645605,0.987773544,137.5548387,33.4361548,0.04310712589,0.01047826851,-0.02352211609,0.04447865311
synthetic_20250706,synthetic,2025-07-06,shifted,36,0.01079138183,25.00055604,2.431194721,5.910707771,0.0008553887733,0.9991446112,143.4655465,34.43529941,0.04495943167,0.01079138183,-0.02320900277,0.04479176643
synthetic_20250706,synthetic,2025-07-06,shifted,37,0.01110373567,24.8276051,-0.3701130002,0.1369836329,0.003278892713,0.9967211073,143.6025301,35.43202052,0.0450023598,0.01110373567,-0.02289664893,0.04510412027
synthetic_20250706,synthetic,2025-07-06,shifted,38,0.01141291103,24.72008889,-0.8525551329,0.7268502547,0.01342141307,0.9865785869,144.3293804,36.41859911,0.04523014113,0.01141291103,-0.02258747357,0.04541329563
synthetic_20250706,synthetic,2025-07-06,shifted,39,0.01172427817,24.56090075,-0.6370725042,0.4058613756,0.006427480358,0.9935725196,144.7352417,37.41217163,0.04535733053,0.01172427817,-0.02227610643,0.04572466277
synthetic_20250706,synthetic,2025-07-06,shifted,40,0.0120354786,24.50221462,-2.117270152,4.482832895,0.006959426721,0.9930405733,149.2180746,38.4052122,0.04676216692,0.0120354786,-0.021964906,0.0460358632
synthetic_20250706,synthetic,2025-07-06,shifted,41,0.01234840946,24.32493864,-1.377376205,1.89716521,0.001437626141,0.9985623739,151.1152398,39.40377457,0.04735670318,0.01234840946,-0.02165197514,0.04634879406
synthetic_20250706,synthetic,2025-07-06,shifted,42,0.01266097279,24.30478316,-0.3351582515,0.1123310536,0.002610415012,0.997389585,151.2275709,40.40116416,0.04739190564,0.01266097279,-0.02133941181,0.04666135739
synthetic_20250706,synthetic,2025-07-06,shifted,43,0.01297409027,24.20455869,2.986528346,8.91935156,0.0008421071503,0.9991578928,160.1469225,41.40032205,0.05018706439,0.01297409027,-0.02102629433,0.04697447487
synthetic_20250706,synthetic,2025-07-06,shifted,44,0.01328669649,24.04888888,0.01644304922,0.0002703738675,0.002473550104,0.9975264499,160.1471928,42.3978485,0.05018714912,0.01328669649,-0.02071368811,0.04728708109
synthetic_20250706,synthetic,2025-07-06,shifted,45,0.01359880605,24.00970708,1.119764057,1.253871543,0.004058383965,0.995941616,161.4010644,43.39379012,0.05058008912,0.01359880605,-0.02040157855,0.04759919065
synthetic_20250706,synthetic,2025-07-06,shifted,46,0.0139099339,23.81697412,-0.05892257016,0.003471869274,0.007191043466,0.9928089565,161.4045362,44.38659907,0.05058117714,0.0139099339,-0.0200904507,0.0479103185
