dataset_id,data_kind,date,method,index,frac_index,eigenvalue,whitened_score,squared_score,leverage,expected_increment,cumulative_squared_score,expected,scaled_cumulative,scaled_expected,scaled_band_lower,scaled_band_upper
synthetic_20250706,synthetic,2025-07-06,adapted,1,0.0002567089761,31.60927092,-0.6161989787,0.3797011814,0.1808416574,0.8191583426,0.3797011814,0.8191583426,0.0001189912822,0.0002567089761,-0.03374367562,0.03425709358
synthetic_20250706,synthetic,2025-07-06,adapted,2,0.0005170699649,30.8047271,-1.448022248,2.096768429,0.1691880845,0.8308119155,2.476469611,1.649970258,0.0007760794769,0.0005170699649,-0.03348331464,0.03451745457
synthetic_20250706,synthetic,2025-07-06,adapted,3,0.0007485508203,30.06314587,-1.215225205,1.4767723,0.2613445906,0.7386554094,3.953241911,2.388625667,0.001238872426,0.0007485508203,-0.03325183378,0.03474893542
synthetic_20250706,synthetic,2025-07-06,adapted,4,0.001021008827,29.91299137,-3.82393205,14.62245632,0.1305864998,0.8694135002,18.57569824,3.258039168,0.005821278043,0.001021008827,-0.03297937577,0.03502139343
synthetic_20250706,synthetic,2025-07-06,adapted,5,0.001301297445,29.72849979,-3.284925201,10.79073358,0.105599021,0.894400979,29.36643181,4.152440147,0.009202893079,0.001301297445,-0.03269908716,0.03530168205
synthetic_20250706,synthetic,2025-07-06,adapted,6,0.001593293948,29.42595286,0.7922259796,0.6276220028,0.06823915865,0.9317608413,29.99405382,5.084200988,0.009399578131,0.001593293948,-0.03240709065,0.03559367855
synthetic_20250706,synthetic,2025-07-06,adapted,7,0.001898822047,29.30360878,-2.007744574,4.031038273,0.02505983485,0.9749401652,34.02509209,6.059141153,0.01066283049,0.001898822047,-0.03210156255,0.03589920665
synthetic_20250706,synthetic,2025-07-06,adapted,8,0.002198876218,29.1903377,-2.176932295,4.739034219,0.04252714183,0.9574728582,38.76412631,7.016614011,0.0121479556,0.002198876218,-0.03180150838,0.03619926082
synthetic_20250706,synthetic,2025-07-06,adapted,9,0.002498114532,28.85035743,-2.894706296,8.379324539,0.04513054091,0.9548694591,47.14345085,7.97148347,0.01477387993,0.002498114532,-0.03150227007,0.03649849913
synthetic_20250706,synthetic,2025-07-06,adapted,10,0.00273786844,28.56869514,-0.6056564313,0.3668197128,0.2349452787,0.7650547213,47.51027056,8.736538192,0.0148888344,0.00273786844,-0.03126251616,0.03673825304
