lanczos_steps,threshold_index,precision_threshold,mode_count_slq,mode_count_slq_se,mode_fraction_slq,cumulative_energy_lanczos,cumulative_energy_per_n,shape_bridge,mode_count_exact,mode_fraction_exact,cumulative_energy_exact,cumulative_energy_exact_per_n,energy_error_per_n,mode_fraction_error,shape_bridge_exact
64,0,0.1431960295487548,0.971557365583359,0.0673900658460038,0.0003036116767447997,5.191058735769027,0.0016222058549278209,0.019916581419437474,1,0.0003125,5.191058735769183,0.0016222058549278699,-4.884981308350689e-17,-8.888323255200302e-06,0.018600022743257023
64,1,0.1475413964057188,1.9697921308896582,0.06876487440024724,0.0006155600409030182,13.669539476901647,0.004271731086531765,0.07969108878650534,2,0.000625,13.669539476901704,0.004271731086531783,-1.7763568394002505e-17,-9.439959096981809e-06,0.07829282055355577
64,2,0.1532307609060634,2.9959382673174946,0.10669722161284498,0.0009362307085367171,19.542411183337524,0.006107003494792976,0.10560351577142309,3,0.0009375,19.542411183337833,0.006107003494793073,-9.658940314238862e-17,-1.2692914632829456e-06,0.10541550543014962
64,3,0.15744488657576655,4.0191563292128825,0.10213455437529718,0.0012559863528790259,20.68518632275367,0.006464120725860521,0.0725252710017048,4,0.00125,20.685186322754046,0.006464120725860639,-1.176836406102666e-16,5.986352879025769e-06,0.07341198321899449
64,4,0.1605916774720373,5.176966013697303,0.18857919714372084,0.0016178018792804073,25.25535264789724,0.007892297702467887,0.07605941056726043,5,0.0015625,25.25535264789783,0.007892297702468071,-1.8429702208777598e-16,5.53018792804072e-05,0.084250850829434
64,5,0.16145462131066302,6.176134898569411,0.1906109524066939,0.001930042155802941,27.395509552663945,0.008561096735207482,0.05656163125576903,6,0.001875,27.39550955266396,0.008561096735207488,-4.440892098500626e-18,5.5042155802940976e-05,0.06471460068515289
64,6,0.16339314911929426,7.172543028124432,0.19165391100008208,0.0022414196962888848,27.75728940309093,0.008674152938465915,0.014961929190920787,7,0.0021875,27.757289403091963,0.008674152938466238,-3.2307490016592057e-16,5.391969628888493e-05,0.022948637361645118
64,7,0.1662346236139186,8.16826006202276,0.18962321277503363,0.0025525812693821125,27.769371924141527,0.008677928726294228,-0.030976999909240455,8,0.0025,27.769371924038865,0.008677928726262146,3.208211474259315e-14,5.258126938211261e-05,-0.023188542580376347
64,8,0.16729810147816843,9.179372274368845,0.18387288227916235,0.002868553835740264,29.24797558998518,0.009139992371870369,-0.059297029974848134,9,0.0028125,29.247960200808876,0.009139987562752774,4.80911759526137e-09,5.6053835740264015e-05,-0.05099440057460898
64,9,0.168104945674334,10.454516082881568,0.3576706276075029,0.00326703627590049,31.980480548852245,0.009993900171516327,-0.08416484423152411,10,0.003125,31.98047885382806,0.009993899641821269,5.296950578159709e-10,0.00014203627590049007,-0.063126128865727
64,10,0.16995663132890118,11.452884364288945,0.352176849434709,0.0035790263638402955,33.22258325484845,0.010382057267140142,-0.11485124252518064,11,0.0034375,33.222568305115914,0.010382052595348723,4.671791418164872e-09,0.00014152636384029527,-0.09388822217848655
64,11,0.17123299880229775,13.013282641699181,0.34908813635753144,0.004066650825530994,44.593068870348276,0.013935334021983836,-0.04494821774843292,12,0.00375,43.06068627749817,0.013456464461718179,0.00047886956026565785,0.0003166508255309941,-0.017199958977566078
64,12,0.1714217825598199,13.013282641699181,0.34908813635753144,0.004066650825530994,44.593068870348276,0.013935334021983836,-0.04494821774843292,13,0.0040625,46.5306923103813,0.014540841346994156,-0.0006055073250103194,4.150825530994107e-06,-0.02011309502038481
64,13,0.17195027882061475,14.572824592136923,0.352673278360954,0.004554007685042789,46.90677778199626,0.014658368056873832,-0.08821526392585692,14,0.004375,46.611146476513476,0.014565983273910461,9.23847829633706e-05,0.00017900768504278852,-0.0653956293975904
64,14,0.17243985528179043,14.572824592136923,0.352673278360954,0.004554007685042789,46.90677778199626,0.014658368056873832,-0.08821526392585692,15,0.0046875,54.66995884471348,0.01708436213897296,-0.00242599408209913,-0.0001334923149572115,-0.010948686248948025
64,15,0.17273831980699397,17.15269362559265,0.375575280440363,0.005360216757997704,61.61455227150833,0.019254547584846352,-0.023785606150813977,16,0.005,59.9924807138706,0.018747650223084562,0.0005068973617617912,0.00036021675799770335,0.009294625661658173
64,16,0.1731908406722158,17.15269362559265,0.375575280440363,0.005360216757997704,61.61455227150833,0.019254547584846352,-0.023785606150813977,17,0.0053125,63.052431999640106,0.019703884999887532,-0.00044933741504118,4.7716757997703364e-05,0.0012558052799191977
64,17,0.1735680436431847,18.051864630383484,0.5671698377449794,0.005641207696994839,67.17028609982307,0.02099071440619471,0.00404004910018454,18,0.005625,66.32721216841446,0.02072725380262952,0.00026346060356519097,1.6207696994838817e-05,-0.004097654064259082
64,18,0.1739974137527732,19.54469006235646,0.40437763878428906,0.006107715644486394,67.17028609982307,0.02099071440619471,-0.06506017015867674,19,0.0059375,66.59676318190344,0.020811488494344825,0.00017922591184988513,0.00017021564448639338,-0.04701647784950467
64,19,0.17464741353924818,19.54469006235646,0.40437763878428906,0.006107715644486394,67.17028609982307,0.02099071440619471,-0.06506017015867674,20,0.00625,68.1105606301131,0.021284550196910345,-0.00029383579071563305,-0.00014228435551360663,-0.07438222120074175
64,20,0.1751061708432309,21.790731609156712,0.39490462518584907,0.006809603627861472,79.72960651422332,0.024915502035694786,-0.012033911031113042,21,0.0065625,79.14245648296347,0.024732017650926082,0.000183484384768704,0.00024710362786147243,0.017228265506030203
64,21,0.17582902435337877,21.790731609156712,0.39490462518584907,0.006809603627861472,79.72960651422332,0.024915502035694786,-0.012033911031113042,22,0.006875,80.03687031303987,0.025011521972824958,-9.601993713017177e-05,-6.539637213852756e-05,-0.017879773071872586
64,22,0.1765930414849738,22.05910242500301,0.5612563956573215,0.006893469507813441,79.72960651422332,0.024915502035694786,-0.024456316103050924,23,0.0071875,80.77222895429225,0.025241321548216327,-0.0003258195125215391,-0.00029403049218655885,-0.054976001510075714
64,23,0.17672311224473522,27.04089952331692,0.38843175827950865,0.008450281101036537,79.72960651422332,0.024915502035694786,-0.2550547936100195,24,0.0075,80.95194879960367,0.025297483999876146,-0.0003819819641813593,0.0009502811010365375,-0.09901771489754055
64,24,0.17678465266931942,27.04089952331692,0.38843175827950865,0.008450281101036537,79.72960651422332,0.024915502035694786,-0.2550547936100195,25,0.0078125,81.35303322542212,0.025422822882944413,-0.000507320847249626,0.0006377811010365376,-0.1402923710286677
64,25,0.17688491704131015,27.04089952331692,0.38843175827950865,0.008450281101036537,101.44333204192935,0.03170104126310292,0.01636677548630594,26,0.008125,95.50273870234165,0.029844605844481766,0.0018564354186211584,0.0003252811010365375,-0.009709264021031495
64,26,0.1770676735543413,27.04089952331692,0.38843175827950865,0.008450281101036537,101.44333204192935,0.03170104126310292,0.01636677548630594,27,0.0084375,99.09876240321461,0.030968363251004563,0.0007326780120983579,1.2781101036537513e-05,-0.011047179213977288
64,27,0.17720594315684524,27.04089952331692,0.38843175827950865,0.008450281101036537,101.44333204192935,0.03170104126310292,0.01636677548630594,28,0.00875,99.19646222164,0.0309988944442625,0.0007021468188404212,-0.0002997188989634625,-0.05611414293751764
