dataset_id,data_kind,date,method,index,frac_index,eigenvalue,whitened_score,squared_score,leverage,expected_increment,cumulative_squared_score,expected,scaled_cumulative,scaled_expected,scaled_band_lower,scaled_band_upper
real_20240722,real,2024-07-22,union,1,0.0001516026117,22.03458222,-4.471638754,19.99555315,0.5162360661,0.4837639339,19.99555315,0.4837639339,0.006266234142,0.0001516026117,-0.03384878199,0.03415198721
real_20240722,real,2024-07-22,union,2,0.0004640256145,21.94962636,10.95168259,119.9393516,0.003058198183,0.9969418018,139.9349048,1.480705736,0.04385299428,0.0004640256145,-0.03353635899,0.03446441021
real_20240722,real,2024-07-22,union,3,0.0007116883708,21.61789252,2.844160836,8.089250859,0.2097081445,0.7902918555,148.0241556,2.270997591,0.04638801492,0.0007116883708,-0.03328869623,0.03471207297
real_20240722,real,2024-07-22,union,4,0.001016128214,21.56530983,1.060549567,1.124765384,0.02853246066,0.9714675393,149.148921,3.242465131,0.04674049545,0.001016128214,-0.03298425639,0.03501651281
real_20240722,real,2024-07-22,union,5,0.001327576473,21.41845121,-5.677066555,32.22908467,0.006168605906,0.9938313941,181.3780057,4.236296525,0.05684049065,0.001327576473,-0.03267280813,0.03532796107
real_20240722,real,2024-07-22,union,6,0.001608942615,21.10061058,-4.409105135,19.44020809,0.1021606386,0.8978393614,200.8182138,5.134135886,0.06293268999,0.001608942615,-0.03239144198,0.03560932722
real_20240722,real,2024-07-22,union,7,0.001915807884,20.99270092,6.09390363,37.13566145,0.0207929277,0.9792070723,237.9538752,6.113342958,0.07457031501,0.001915807884,-0.03208457672,0.03591619248
real_20240722,real,2024-07-22,union,8,0.002140826704,20.86099798,-4.772140707,22.77332692,0.2819649463,0.7180350537,260.7272021,6.831378012,0.08170705175,0.002140826704,-0.0318595579,0.0361412113
real_20240722,real,2024-07-22,union,9,0.002449477787,20.77561941,0.09606347438,0.00922819111,0.01509439379,0.9849056062,260.7364303,7.816283618,0.08170994369,0.002449477787,-0.03155090681,0.03644986239
real_20240722,real,2024-07-22,union,10,0.002754346786,20.68663957,2.772170868,7.684931322,0.02716302514,0.9728369749,268.4213616,8.789120593,0.08411825812,0.002754346786,-0.03124603781,0.03675473139
real_20240722,real,2024-07-22,union,11,0.003040967925,20.47795701,3.955251952,15.644018,0.08539194484,0.9146080552,284.0653796,9.703728648,0.08902080215,0.003040967925,-0.03095941668,0.03704135253
real_20240722,real,2024-07-22,union,12,0.00334709011,20.35326899,-3.159755976,9.984057828,0.02316410773,0.9768358923,294.0494375,10.68056454,0.09214962002,0.00334709011,-0.03065329449,0.03734747471
real_20240722,real,2024-07-22,union,13,0.003659431169,20.30636891,-2.993819327,8.962954162,0.003319680537,0.9966803195,303.0123916,11.67724486,0.09495844301,0.003659431169,-0.03034095343,0.03765981577
real_20240722,real,2024-07-22,union,14,0.003953412297,20.27384333,4.325521457,18.71013587,0.06190622054,0.9380937795,321.7225275,12.61533864,0.1008218513,0.003953412297,-0.0300469723,0.0379537969
real_20240722,real,2024-07-22,union,15,0.004261298382,20.09656819,-0.1225019261,0.0150067219,0.01753550122,0.9824644988,321.7375342,13.59780314,0.1008265541,0.004261298382,-0.02973908622,0.03826168298
real_20240722,real,2024-07-22,union,16,0.004569226094,20.04545592,3.418709143,11.6875722,0.01740267356,0.9825973264,333.4251064,14.58040046,0.1044892217,0.004569226094,-0.02943115851,0.03856961069
real_20240722,real,2024-07-22,union,17,0.004880777498,20.00500263,-1.68266643,2.831366315,0.005839468286,0.9941605317,336.2564728,15.574561,0.1053765192,0.004880777498,-0.0291196071,0.0388811621
real_20240722,real,2024-07-22,union,18,0.005193611498,19.92174778,1.793838505,3.217856584,0.001746706925,0.9982532931,339.4743293,16.57281429,0.1063849355,0.005193611498,-0.0288067731,0.0391939961
real_20240722,real,2024-07-22,union,19,0.00550606418,19.79311026,-2.380299696,5.665826644,0.002963490129,0.9970365099,345.140156,17.5698508,0.1081605002,0.00550606418,-0.02849432042,0.03950644878
real_20240722,real,2024-07-22,union,20,0.005801574768,19.74213554,-3.702918406,13.71160472,0.05702571494,0.9429742851,358.8517607,18.51282508,0.1124574618,0.005801574768,-0.02819880983,0.03980195937
real_20240722,real,2024-07-22,union,21,0.00610966593,19.68484908,1.944039737,3.7792905,0.01688110294,0.9831188971,362.6310512,19.49594398,0.1136418211,0.00610966593,-0.02789071867,0.04011005053
real_20240722,real,2024-07-22,union,22,0.006415131538,19.54456115,1.957801268,3.832985803,0.02525924338,0.9747407566,366.464037,20.47068474,0.1148430075,0.006415131538,-0.02758525306,0.04041551614
real_20240722,real,2024-07-22,union,23,0.006728278289,19.39597919,-1.340581757,1.797159446,0.0007487172428,0.9992512828,368.2611965,21.46993602,0.1154062038,0.006728278289,-0.02727210631,0.04072866289
real_20240722,real,2024-07-22,union,24,0.007032388281,19.37087447,0.2838272207,0.08055789123,0.02958501767,0.9704149823,368.3417543,22.440351,0.1154314492,0.007032388281,-0.02696799632,0.04103277288
real_20240722,real,2024-07-22,union,25,0.007342804504,19.27426742,-3.950479121,15.60628529,0.009461831767,0.9905381682,383.9480396,23.43088917,0.1203221685,0.007342804504,-0.0266575801,0.0413431891
real_20240722,real,2024-07-22,union,26,0.007650095048,19.19729005,-2.245963361,5.044351419,0.01943587251,0.9805641275,388.9923911,24.4114533,0.1219029743,0.007650095048,-0.02635028955,0.04165047965
real_20240722,real,2024-07-22,union,27,0.007960632555,19.17839458,-3.874131235,15.00889283,0.009074816043,0.990925184,404.0012839,25.40237848,0.1266064819,0.007960632555,-0.02603975205,0.04196101716
real_20240722,real,2024-07-22,union,28,0.008273820555,19.05554118,0.4396847349,0.1933226661,0.0006170908855,0.9993829091,404.1946065,26.40176139,0.1266670657,0.008273820555,-0.02572656404,0.04227420516
real_20240722,real,2024-07-22,union,29,0.008586006167,19.01234653,-1.461414917,2.13573356,0.003815712916,0.9961842871,406.3303401,27.39794568,0.1273363648,0.008586006167,-0.02541437843,0.04258639077
real_20240722,real,2024-07-22,union,30,0.008897831716,18.93987644,2.791649347,7.793306074,0.00496467347,0.9950353265,414.1236462,28.39298101,0.1297786419,0.008897831716,-0.02510255288,0.04289821632
real_20240722,real,2024-07-22,union,31,0.009209416248,18.86717397,3.929205295,15.43865425,0.005733758931,0.9942662411,429.5623004,29.38724725,0.1346168287,0.009209416248,-0.02479096835,0.04320980085
real_20240722,real,2024-07-22,union,32,0.009514632622,18.80380155,0.5843334572,0.3414455892,0.02605454829,0.9739454517,429.903746,30.3611927,0.1347238314,0.009514632622,-0.02448575198,0.04351501722
