index,frac_index,conditional_eigenvalue,local_eigen_rank,leverage,expected_increment,y2,cumsum_y2,scaled_cumsum,expected,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
1,0.000007,95.211067,1,0.007887,0.992113,7.476563,7.476563,0.000053,0.992113,0.000007,-720.956054,722.940280,-0.005103,0.005117
2,0.000014,95.200321,1,0.008384,0.991616,2.308344,9.784907,0.000069,1.983728,0.000014,-719.964439,723.931895,-0.005096,0.005124
3,0.000021,95.189363,1,0.010361,0.989639,1.546527,11.331435,0.000080,2.973367,0.000021,-718.974800,724.921534,-0.005089,0.005131
4,0.000028,95.170489,1,0.010986,0.989014,5.766251,17.097686,0.000121,3.962381,0.000028,-717.985786,725.910548,-0.005082,0.005138
5,0.000035,95.156078,1,0.008761,0.991239,0.126327,17.224012,0.000122,4.953620,0.000035,-716.994547,726.901787,-0.005075,0.005145
6,0.000042,95.147710,1,0.011307,0.988693,0.029777,17.253790,0.000122,5.942313,0.000042,-716.005854,727.890480,-0.005068,0.005152
7,0.000049,95.143496,1,0.013595,0.986405,0.559949,17.813739,0.000126,6.928718,0.000049,-715.019449,728.876885,-0.005061,0.005159
8,0.000056,95.141281,1,0.010650,0.989350,0.003965,17.817704,0.000126,7.918068,0.000056,-714.030099,729.866235,-0.005054,0.005166
9,0.000063,95.123665,1,0.008496,0.991504,1.470637,19.288341,0.000137,8.909572,0.000063,-713.038595,730.857739,-0.005047,0.005173
10,0.000070,95.119684,1,0.008509,0.991491,0.140155,19.428496,0.000138,9.901063,0.000070,-712.047104,731.849230,-0.005040,0.005180
11,0.000077,95.115727,1,0.008405,0.991595,0.000008,19.428504,0.000138,10.892658,0.000077,-711.055509,732.840825,-0.005033,0.005187
12,0.000084,95.068418,1,0.008211,0.991789,0.010261,19.438765,0.000138,11.884447,0.000084,-710.063720,733.832614,-0.005026,0.005194
13,0.000091,95.063380,1,0.013575,0.986425,1.120609,20.559374,0.000146,12.870872,0.000091,-709.077295,734.819039,-0.005019,0.005201
14,0.000098,95.062590,1,0.008228,0.991772,0.013809,20.573184,0.000146,13.862644,0.000098,-708.085523,735.810811,-0.005012,0.005208
15,0.000105,95.048711,1,0.007903,0.992097,0.029067,20.602250,0.000146,14.854741,0.000105,-707.093426,736.802908,-0.005004,0.005215
16,0.000112,95.041953,1,0.010340,0.989660,1.884196,22.486446,0.000159,15.844401,0.000112,-706.103766,737.792568,-0.004997,0.005222
17,0.000119,95.034057,1,0.008729,0.991271,3.072958,25.559404,0.000181,16.835672,0.000119,-705.112495,738.783839,-0.004990,0.005229
18,0.000126,95.003682,1,0.011201,0.988799,0.028682,25.588087,0.000181,17.824471,0.000126,-704.123696,739.772638,-0.004983,0.005236
19,0.000133,94.946010,1,0.008407,0.991593,0.249412,25.837499,0.000183,18.816063,0.000133,-703.132104,740.764230,-0.004976,0.005243
20,0.000140,94.926093,1,0.008442,0.991558,0.236852,26.074351,0.000185,19.807621,0.000140,-702.140546,741.755788,-0.004969,0.005250
21,0.000147,94.914175,1,0.008511,0.991489,0.289450,26.363800,0.000187,20.799111,0.000147,-701.149056,742.747278,-0.004962,0.005257
22,0.000154,94.888690,1,0.007419,0.992581,0.709718,27.073518,0.000192,21.791692,0.000154,-700.156475,743.739859,-0.004955,0.005264
23,0.000161,94.868865,1,0.006620,0.993380,1.265558,28.339076,0.000201,22.785072,0.000161,-699.163095,744.733239,-0.004948,0.005271
24,0.000168,94.866486,1,0.006808,0.993192,0.174672,28.513748,0.000202,23.778264,0.000168,-698.169903,745.726431,-0.004941,0.005278
25,0.000175,94.865145,1,0.008811,0.991189,0.403889,28.917637,0.000205,24.769452,0.000175,-697.178715,746.717619,-0.004934,0.005285
26,0.000182,94.864518,1,0.009328,0.990672,3.730065,32.647703,0.000231,25.760125,0.000182,-696.188042,747.708292,-0.004927,0.005292
27,0.000189,94.862810,1,0.013601,0.986399,2.476970,35.124673,0.000249,26.746524,0.000189,-695.201643,748.694691,-0.004920,0.005299
28,0.000196,94.850570,1,0.006652,0.993348,3.340511,38.465184,0.000272,27.739872,0.000196,-694.208295,749.688039,-0.004913,0.005306
29,0.000203,94.848652,1,0.011669,0.988331,0.465693,38.930877,0.000276,28.728202,0.000203,-693.219965,750.676369,-0.004906,0.005313
30,0.000210,94.789847,1,0.007709,0.992291,0.783663,39.714540,0.000281,29.720493,0.000210,-692.227674,751.668660,-0.004899,0.005320
