index,frac_index,conditional_eigenvalue,local_eigen_rank,leverage,expected_increment,y2,cumsum_y2,scaled_cumsum,expected,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
1,0.000007,102.189273,1,0.007837,0.992163,7.229863,7.229863,0.000051,0.992163,0.000007,-720.956004,722.940330,-0.005103,0.005117
2,0.000014,102.177868,1,0.009046,0.990954,1.998857,9.228719,0.000065,1.983118,0.000014,-719.965049,723.931285,-0.005096,0.005124
3,0.000021,102.165583,1,0.012653,0.987347,1.301076,10.529795,0.000075,2.970465,0.000021,-718.977702,724.918632,-0.005089,0.005131
4,0.000028,102.146509,1,0.013747,0.986253,5.090776,15.620571,0.000111,3.956717,0.000028,-717.991450,725.904884,-0.005082,0.005138
5,0.000035,102.130296,1,0.008880,0.991120,0.150894,15.771465,0.000112,4.947837,0.000035,-717.000330,726.896004,-0.005075,0.005145
6,0.000042,102.123660,1,0.012606,0.987394,0.015872,15.787337,0.000112,5.935231,0.000042,-716.012936,727.883398,-0.005068,0.005152
7,0.000049,102.119958,1,0.016093,0.983907,0.464903,16.252240,0.000115,6.919138,0.000049,-715.029029,728.867305,-0.005061,0.005159
8,0.000056,102.116980,1,0.011622,0.988378,0.000314,16.252554,0.000115,7.907516,0.000056,-714.040651,729.855683,-0.005054,0.005166
9,0.000063,102.099058,1,0.008513,0.991487,1.481822,17.734376,0.000126,8.899003,0.000063,-713.049164,730.847170,-0.005047,0.005173
10,0.000070,102.090988,1,0.009078,0.990922,0.003307,17.737683,0.000126,9.889925,0.000070,-712.058242,731.838092,-0.005040,0.005180
11,0.000077,102.059208,1,0.009531,0.990469,0.173667,17.911350,0.000127,10.880394,0.000077,-711.067773,732.828561,-0.005033,0.005187
12,0.000084,102.037641,1,0.016058,0.983942,1.124712,19.036062,0.000135,11.864336,0.000084,-710.083831,733.812503,-0.005026,0.005194
13,0.000091,102.022450,1,0.007849,0.992151,0.046085,19.082146,0.000135,12.856487,0.000091,-709.091680,734.804654,-0.005019,0.005201
14,0.000098,102.013960,1,0.012608,0.987392,1.918403,21.000549,0.000149,13.843879,0.000098,-708.104288,735.792046,-0.005012,0.005208
15,0.000105,101.983812,1,0.009114,0.990886,0.001310,21.001859,0.000149,14.834765,0.000105,-707.113402,736.782932,-0.005005,0.005215
16,0.000112,101.973393,1,0.012442,0.987558,0.014928,21.016787,0.000149,15.822323,0.000112,-706.125844,737.770490,-0.004998,0.005222
17,0.000119,101.965567,1,0.009149,0.990851,0.032730,21.049518,0.000149,16.813174,0.000119,-705.134993,738.761341,-0.004991,0.005229
18,0.000126,101.931367,1,0.008977,0.991023,2.995884,24.045402,0.000170,17.804197,0.000126,-704.143970,739.752364,-0.004984,0.005236
19,0.000133,101.896210,1,0.009129,0.990871,0.274880,24.320282,0.000172,18.795068,0.000133,-703.153099,740.743235,-0.004977,0.005243
20,0.000140,101.883553,1,0.008528,0.991472,0.318299,24.638581,0.000174,19.786540,0.000140,-702.161627,741.734707,-0.004970,0.005250
21,0.000147,101.849502,1,0.008502,0.991498,0.196152,24.834733,0.000176,20.778038,0.000147,-701.170129,742.726205,-0.004963,0.005257
22,0.000154,101.831512,1,0.016087,0.983913,2.426132,27.260865,0.000193,21.761951,0.000154,-700.186216,743.710118,-0.004956,0.005264
23,0.000161,101.729118,1,0.007235,0.992765,0.606432,27.867298,0.000197,22.754716,0.000161,-699.193451,744.702883,-0.004949,0.005271
24,0.000168,101.713275,1,0.009904,0.990096,3.644745,31.512042,0.000223,23.744812,0.000168,-698.203355,745.692979,-0.004942,0.005278
25,0.000175,101.697245,1,0.006559,0.993441,0.136399,31.648441,0.000224,24.738253,0.000175,-697.209914,746.686420,-0.004935,0.005285
26,0.000182,101.694981,1,0.006358,0.993642,3.295286,34.943727,0.000247,25.731895,0.000182,-696.216272,747.680062,-0.004927,0.005292
27,0.000189,101.690093,1,0.006397,0.993603,1.279298,36.223025,0.000256,26.725498,0.000189,-695.222669,748.673665,-0.004920,0.005299
28,0.000196,101.689357,1,0.010408,0.989592,0.465007,36.688033,0.000260,27.715090,0.000196,-694.233077,749.663257,-0.004913,0.005306
29,0.000203,101.683199,1,0.013422,0.986578,0.384740,37.072773,0.000262,28.701668,0.000203,-693.246499,750.649835,-0.004906,0.005313
30,0.000210,101.658093,1,0.007600,0.992400,0.816707,37.889480,0.000268,29.694068,0.000210,-692.254099,751.642235,-0.004899,0.005320
31,0.000217,101.613288,1,0.010413,0.989587,0.227104,38.116583,0.000270,30.683655,0.000217,-691.264512,752.631822,-0.004892,0.005327
32,0.000224,101.605064,1,0.010278,0.989722,0.152529,38.269113,0.000271,31.673377,0.000224,-690.274790,753.621544,-0.004885,0.005334
33,0.000231,101.581353,1,0.007381,0.992619,0.278041,38.547153,0.000273,32.665997,0.000231,-689.282170,754.614164,-0.004878,0.005341
34,0.000238,101.570125,1,0.006627,0.993373,0.192008,38.739162,0.000274,33.659370,0.000238,-688.288797,755.607537,-0.004871,0.005348
