index,frac_index,conditional_eigenvalue,local_eigen_rank,leverage,expected_increment,y2,cumsum_y2,scaled_cumsum,expected,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
1,0.000007,107.489835,1,0.008240,0.991760,6.882535,6.882535,0.000049,0.991760,0.000007,-720.956407,722.939927,-0.005103,0.005117
2,0.000014,107.477783,1,0.009543,0.990457,1.897210,8.779745,0.000062,1.982217,0.000014,-719.965950,723.930384,-0.005096,0.005124
3,0.000021,107.463989,1,0.013374,0.986626,1.227527,10.007272,0.000071,2.968843,0.000021,-718.979324,724.917010,-0.005089,0.005131
4,0.000028,107.444969,1,0.014550,0.985450,4.817479,14.824752,0.000105,3.954292,0.000028,-717.993875,725.902459,-0.005082,0.005138
5,0.000035,107.426868,1,0.009280,0.990720,0.144633,14.969384,0.000106,4.945012,0.000035,-717.003155,726.893179,-0.005075,0.005145
6,0.000042,107.422297,1,0.013225,0.986775,0.014881,14.984266,0.000106,5.931787,0.000042,-716.016380,727.879954,-0.005068,0.005152
7,0.000049,107.419281,1,0.016952,0.983048,0.439056,15.423322,0.000109,6.914835,0.000049,-715.033332,728.863002,-0.005061,0.005159
8,0.000056,107.415472,1,0.012185,0.987815,0.000236,15.423558,0.000109,7.902650,0.000056,-714.045517,729.850817,-0.005054,0.005166
9,0.000063,107.397482,1,0.008912,0.991088,1.413569,16.837127,0.000119,8.893738,0.000063,-713.054429,730.841905,-0.005047,0.005173
10,0.000070,107.389433,1,0.009577,0.990423,0.003480,16.840607,0.000119,9.884160,0.000070,-712.064007,731.832327,-0.005040,0.005180
11,0.000077,107.335527,1,0.016913,0.983087,1.071254,17.911861,0.000127,10.867247,0.000077,-711.080920,732.815414,-0.005033,0.005187
12,0.000084,107.320098,1,0.008252,0.991748,0.044714,17.956575,0.000127,11.858995,0.000084,-710.089172,733.807162,-0.005026,0.005194
13,0.000091,107.319233,1,0.009951,0.990049,0.167938,18.124513,0.000128,12.849044,0.000091,-709.099123,734.797211,-0.005019,0.005201
14,0.000098,107.309546,1,0.013323,0.986677,1.835798,19.960310,0.000141,13.835722,0.000098,-708.112445,735.783889,-0.005012,0.005208
15,0.000105,107.266732,1,0.013019,0.986981,0.013893,19.974204,0.000141,14.822703,0.000105,-707.125464,736.770870,-0.005005,0.005215
16,0.000112,107.219165,1,0.009455,0.990545,0.000702,19.974905,0.000141,15.813248,0.000112,-706.134919,737.761415,-0.004998,0.005222
17,0.000119,107.191379,1,0.009637,0.990363,0.264039,20.238945,0.000143,16.803610,0.000119,-705.144557,738.751777,-0.004991,0.005229
18,0.000126,107.189510,1,0.009511,0.990489,0.036185,20.275130,0.000143,17.794099,0.000126,-704.154068,739.742266,-0.004984,0.005236
19,0.000133,107.177947,1,0.008930,0.991070,0.303000,20.578130,0.000146,18.785169,0.000133,-703.162998,740.733336,-0.004977,0.005243
20,0.000140,107.149458,1,0.009246,0.990754,2.844990,23.423120,0.000166,19.775923,0.000140,-702.172244,741.724090,-0.004970,0.005250
21,0.000147,107.125779,1,0.016943,0.983057,2.308779,25.731899,0.000182,20.758980,0.000147,-701.189187,742.707147,-0.004963,0.005257
