index,frac_index,conditional_eigenvalue,local_eigen_rank,leverage,expected_increment,y2,cumsum_y2,scaled_cumsum,expected,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
1,0.000007,57.409823,1,0.004622,0.995378,12.629945,12.629945,0.000089,0.995378,0.000007,-720.952789,722.943545,-0.005103,0.005117
2,0.000014,57.401418,1,0.005056,0.994944,3.733316,16.363261,0.000116,1.990322,0.000014,-719.957845,723.938489,-0.005096,0.005124
3,0.000021,57.397514,1,0.005434,0.994566,0.009562,16.372823,0.000116,2.984888,0.000021,-718.963279,724.933055,-0.005088,0.005131
4,0.000028,57.393199,1,0.006561,0.993439,2.534977,18.907800,0.000134,3.978328,0.000028,-717.969839,725.926495,-0.005081,0.005138
5,0.000035,57.385730,1,0.004474,0.995526,2.210945,21.118746,0.000149,4.973854,0.000035,-716.974313,726.922021,-0.005074,0.005145
6,0.000042,57.383387,1,0.005496,0.994504,0.247005,21.365751,0.000151,5.968358,0.000042,-715.979809,727.916525,-0.005067,0.005152
7,0.000049,57.382626,1,0.005676,0.994324,5.347276,26.713027,0.000189,6.962682,0.000049,-714.985485,728.910849,-0.005060,0.005159
8,0.000056,57.377825,1,0.007001,0.992999,9.530340,36.243367,0.000257,7.955681,0.000056,-713.992486,729.903848,-0.005053,0.005166
9,0.000063,57.377179,1,0.005448,0.994552,0.027024,36.270390,0.000257,8.950233,0.000063,-712.997934,730.898400,-0.005046,0.005173
10,0.000070,57.376826,1,0.006353,0.993647,0.562760,36.833150,0.000261,9.943879,0.000070,-712.004288,731.892046,-0.005039,0.005180
11,0.000077,57.376693,1,0.004891,0.995109,1.019159,37.852309,0.000268,10.938988,0.000077,-711.009179,732.887155,-0.005032,0.005187
12,0.000084,57.371406,1,0.004486,0.995514,0.200108,38.052417,0.000269,11.934502,0.000084,-710.013665,733.882669,-0.005025,0.005194
13,0.000092,57.367374,1,0.005248,0.994752,0.240926,38.293343,0.000271,12.929254,0.000092,-709.018913,734.877421,-0.005018,0.005201
14,0.000099,57.358895,1,0.006934,0.993066,0.029750,38.323093,0.000271,13.922320,0.000099,-708.025847,735.870487,-0.005011,0.005208
15,0.000106,57.356521,1,0.006491,0.993509,0.276857,38.599950,0.000273,14.915829,0.000106,-707.032338,736.863996,-0.005004,0.005215
16,0.000113,57.354971,1,0.008447,0.991553,0.871645,39.471595,0.000279,15.907382,0.000113,-706.040785,737.855549,-0.004997,0.005222
