frac_index,scaled_cumsum,scaled_expected,conditional_eigenvalue,dataset_id,data_kind,date,geometry
0.002,0.002767403327136362,0.002,51.853000251860685,real_20240715,real,2024-07-15,union
0.004,0.005270263319401479,0.004,45.2567400249178,real_20240715,real,2024-07-15,union
0.006,0.007510979050925335,0.006,45.054848836649484,real_20240715,real,2024-07-15,union
0.008,0.010182447369421251,0.008,44.91617956024102,real_20240715,real,2024-07-15,union
0.01,0.012827201345810692,0.01,44.59546809000671,real_20240715,real,2024-07-15,union
0.012,0.015269556573928271,0.012,42.516224877558905,real_20240715,real,2024-07-15,union
0.014,0.017767779947818963,0.014,40.55268677572136,real_20240715,real,2024-07-15,union
0.016,0.020501345242214947,0.016,39.91177531709828,real_20240715,real,2024-07-15,union
0.018000000000000002,0.022670306729281577,0.018000000000000002,38.251420522329916,real_20240715,real,2024-07-15,union
0.020000000000000004,0.024413248957313057,0.020000000000000004,37.935084326320464,real_20240715,real,2024-07-15,union
0.022,0.02604471049736317,0.022,35.236535218636035,real_20240715,real,2024-07-15,union
0.024,0.02858310206026517,0.024,32.828142367010734,real_20240715,real,2024-07-15,union
0.026000000000000002,0.03069560498409634,0.026000000000000002,32.36759507539061,real_20240715,real,2024-07-15,union
0.028000000000000004,0.03240673523211051,0.028000000000000004,29.935474803107148,real_20240715,real,2024-07-15,union
0.03,0.034234407352157444,0.03,27.957824989598393,real_20240715,real,2024-07-15,union
0.032,0.0362839098912155,0.032,27.571284948708897,real_20240715,real,2024-07-15,union
0.034,0.03847109841433083,0.034,24.92315155042353,real_20240715,real,2024-07-15,union
0.036000000000000004,0.040366600768952154,0.036000000000000004,24.5843736362186,real_20240715,real,2024-07-15,union
0.038000000000000006,0.04212479132830172,0.038000000000000006,24.35049767764466,real_20240715,real,2024-07-15,union
0.04,0.04427890869456902,0.04,22.930889911934443,real_20240715,real,2024-07-15,union
0.042,0.046418796247477176,0.042,22.692717986307734,real_20240715,real,2024-07-15,union
0.044000000000000004,0.04816407320168057,0.044000000000000004,22.617237918003685,real_20240715,real,2024-07-15,union
0.046,0.05007584082585651,0.046,21.617457568952968,real_20240715,real,2024-07-15,union
0.048,0.051355175701294546,0.048,21.296043790763047,real_20240715,real,2024-07-15,union
0.05,0.05289923055839372,0.05,20.031996420100878,real_20240715,real,2024-07-15,union
0.052000000000000005,0.0545399565341776,0.052000000000000005,19.97591074293056,real_20240715,real,2024-07-15,union
0.054000000000000006,0.05602197124465659,0.054000000000000006,19.94380342023625,real_20240715,real,2024-07-15,union
0.056,0.05718961089547604,0.056,19.92279433935739,real_20240715,real,2024-07-15,union
0.058,0.05869382090628007,0.058,19.9049579379996,real_20240715,real,2024-07-15,union
0.060000000000000005,0.06028343257042924,0.060000000000000005,19.881712331830187,real_20240715,real,2024-07-15,union
0.062,0.061942253666318135,0.062,19.55662690884306,real_20240715,real,2024-07-15,union
0.064,0.0634776083494899,0.064,18.051758956989847,real_20240715,real,2024-07-15,union
0.066,0.06481484205532616,0.066,16.428310061608254,real_20240715,real,2024-07-15,union
0.068,0.06638134025797637,0.068,16.1139973547175,real_20240715,real,2024-07-15,union
0.07,0.06776468998514817,0.07,16.071014748971198,real_20240715,real,2024-07-15,union
0.07200000000000001,0.06924491988886446,0.07200000000000001,16.017406096075426,real_20240715,real,2024-07-15,union
0.07400000000000001,0.07084732057527604,0.07400000000000001,15.92610433203123,real_20240715,real,2024-07-15,union
0.076,0.07249678088909749,0.076,15.60384896020279,real_20240715,real,2024-07-15,union
0.078,0.07375192767040818,0.078,15.258994774440385,real_20240715,real,2024-07-15,union
0.08,0.07527803400437055,0.08,15.075203236239643,real_20240715,real,2024-07-15,union
0.082,0.07703968645618658,0.082,14.530828539183599,real_20240715,real,2024-07-15,union
0.084,0.07847412075043265,0.084,14.1617826802241,real_20240715,real,2024-07-15,union
0.08600000000000001,0.07975651076333759,0.08600000000000001,14.071086240410782,real_20240715,real,2024-07-15,union
0.08800000000000001,0.08121021626669021,0.08800000000000001,13.867261368275258,real_20240715,real,2024-07-15,union
0.09,0.08259968860853878,0.09,13.831168306092579,real_20240715,real,2024-07-15,union
0.092,0.08410923417280405,0.092,13.80241851845395,real_20240715,real,2024-07-15,union
0.094,0.08566056264796806,0.094,13.7472000902778,real_20240715,real,2024-07-15,union
0.096,0.08724061812108005,0.096,13.408424325688033,real_20240715,real,2024-07-15,union
0.098,0.08858263656390705,0.098,13.15620807261155,real_20240715,real,2024-07-15,union
0.1,0.08997972176566489,0.1,12.826934119502877,real_20240715,real,2024-07-15,union
0.10200000000000001,0.09171620512723379,0.10200000000000001,12.625127687429666,real_20240715,real,2024-07-15,union
0.10400000000000001,0.09327742459790299,0.10400000000000001,12.428405212871594,real_20240715,real,2024-07-15,union
0.10600000000000001,0.09488288344235289,0.10600000000000001,12.311031167534793,real_20240715,real,2024-07-15,union
0.108,0.09615475238121533,0.108,12.230789112571777,real_20240715,real,2024-07-15,union
0.11,0.09788898014474443,0.11,11.98274182000018,real_20240715,real,2024-07-15,union
0.112,0.09939206044041665,0.112,11.824813546493308,real_20240715,real,2024-07-15,union
0.114,0.10105623990198123,0.114,11.596753922105089,real_20240715,real,2024-07-15,union
0.116,0.1025612088099067,0.116,11.30934591482255,real_20240715,real,2024-07-15,union
0.11800000000000001,0.1043735680960423,0.11800000000000001,11.15094054288958,real_20240715,real,2024-07-15,union
0.12000000000000001,0.10625666611898611,0.12000000000000001,10.9004134636637,real_20240715,real,2024-07-15,union
0.122,0.10814152574079695,0.122,10.709127625074473,real_20240715,real,2024-07-15,union
0.124,0.10979825109908938,0.124,10.449887631470384,real_20240715,real,2024-07-15,union
0.126,0.11134105325089193,0.126,10.252499170322798,real_20240715,real,2024-07-15,union
0.128,0.11323383952545175,0.128,10.125347736660942,real_20240715,real,2024-07-15,union
0.13,0.11497939272482272,0.13,10.064365389918528,real_20240715,real,2024-07-15,union
0.132,0.11641862273276526,0.132,9.658473105417047,real_20240715,real,2024-07-15,union
0.134,0.11773559108824318,0.134,9.401718886274782,real_20240715,real,2024-07-15,union
0.136,0.11912972903717088,0.136,9.22665618724984,real_20240715,real,2024-07-15,union
0.138,0.12048414324821247,0.138,9.115599942390357,real_20240715,real,2024-07-15,union
0.14,0.12204173545184835,0.14,9.05331340108111,real_20240715,real,2024-07-15,union
0.14200000000000002,0.12374519167170678,0.14200000000000002,8.943367037433713,real_20240715,real,2024-07-15,union
0.14400000000000002,0.1254319985579479,0.14400000000000002,8.852594405546707,real_20240715,real,2024-07-15,union
0.14600000000000002,0.12679544336424386,0.14600000000000002,8.713578000510143,real_20240715,real,2024-07-15,union
0.148,0.1286567741827313,0.148,8.563762728909122,real_20240715,real,2024-07-15,union
0.15,0.13016136049250757,0.15,8.498886319589866,real_20240715,real,2024-07-15,union
0.152,0.1318525800516122,0.152,8.453984807321497,real_20240715,real,2024-07-15,union
0.154,0.13334853626466708,0.154,8.427439306181702,real_20240715,real,2024-07-15,union
0.156,0.13494052974030432,0.156,8.408511767817991,real_20240715,real,2024-07-15,union
0.158,0.13637075245258753,0.158,8.393787187322646,real_20240715,real,2024-07-15,union
0.16,0.13803008939348252,0.16,8.372908866312857,real_20240715,real,2024-07-15,union
0.162,0.139391053931883,0.162,8.333673810439024,real_20240715,real,2024-07-15,union
0.164,0.14084557423831617,0.164,8.019936083910853,real_20240715,real,2024-07-15,union
