operator,rank,rank_fraction,precision_eigenvalue,implied_covariance_eigenvalue,raw_projection,standardized_energy,cumulative_energy,cumulative_energy_per_n
exact_covariance,1,0.0003125,0.00986332753795165,101.3856628153376,11.32465981982661,1.2649512413642174,1.2649512413642174,0.00039529726292631795
exact_covariance,2,0.000625,0.010913832515039641,91.62684131554751,25.53294213688471,7.115067209622135,8.380018450986352,0.002618755765933235
exact_covariance,3,0.0009375,0.011000164486881256,90.90773153370527,-7.263899887034113,0.5804153362829337,8.960433787269286,0.002800135558521652
exact_covariance,4,0.00125,0.011085349095667614,90.20915727325365,-42.08264792268633,19.631590735521137,28.592024522790425,0.008935007663372008
exact_covariance,5,0.0015625,0.011441032240598425,87.4047008146264,-2.1447162347659714,0.05262654851281167,28.644651071303237,0.00895145345978226
exact_covariance,6,0.001875,0.011554838619329615,86.54383093911333,-40.87263612936822,19.303194300920687,47.947845372223924,0.014983701678819976
exact_covariance,7,0.0021875,0.01188634700812141,84.13013681299601,-37.27214161439431,16.512662324695818,64.46050769691973,0.020143908655287417
exact_covariance,8,0.0025,0.0120370837463506,83.07660070099452,24.223223116274138,7.062933884989513,71.52344158190925,0.02235107549434664
exact_covariance,9,0.0028125,0.01213292516931474,82.42035502939473,17.086504902298465,3.542191121017954,75.0656327029272,0.02345801021966475
exact_covariance,10,0.003125,0.012355356379584558,80.93655652477622,8.20223884528119,0.8312278772873792,75.89686058021458,0.023717768931317055
exact_covariance,11,0.0034375,0.012576095284927282,79.51593696960306,6.780368799130965,0.5781658722050041,76.47502645241958,0.02389844576638112
exact_covariance,12,0.00375,0.01275499500468545,78.40065790952154,2.2253301727096084,0.0631639390486589,76.53819039146825,0.02391818449733383
exact_covariance,13,0.0040625,0.012923880132002189,77.3761432159831,43.35347569395725,24.290741003983005,100.82893139545125,0.03150904106107852
exact_covariance,14,0.004375,0.013048069792450401,76.63968816127876,-10.404613885817357,1.4125317144445055,102.24146310989576,0.03195045722184243
exact_covariance,15,0.0046875,0.013145612774335742,76.07100689534275,-24.646641641941915,7.985393765880273,110.22685687577604,0.034445892773680015
exact_covariance,16,0.005,0.013504802666541423,74.04773136578528,-1.882830065989657,0.04787518796332297,110.27473206373936,0.03446085376991855
exact_covariance,17,0.0053125,0.013586204486684322,73.6040739693038,-5.303686791664553,0.3821676174583507,110.65689968119771,0.03458028115037429
exact_covariance,18,0.005625,0.013677183846173828,73.11446649009902,-17.719442848003897,4.29434378607132,114.95124346726904,0.035922263583521574
exact_covariance,19,0.0059375,0.0138528679870233,72.18721790583379,-4.615108479800672,0.2950553698871221,115.24629883715616,0.0360144683866113
exact_covariance,20,0.00625,0.014234883911503122,70.24995821651248,-13.514800908940844,2.5999993202184686,117.84629815737463,0.036826968174179575
exact_covariance,21,0.0065625,0.014307952752095683,69.89120088151886,6.5099556596943,0.606364208321854,118.45266236569648,0.037016456989280154
exact_covariance,22,0.006875,0.01440569908483722,69.41697130495766,-12.98893490539991,2.4304204981162436,120.88308286381273,0.03777596339494148
exact_covariance,23,0.0071875,0.014501842254830404,68.95675614364865,-8.220364403576623,0.9799531576981478,121.86303602151088,0.03808219875672215
