lanczos_steps,threshold_index,precision_threshold,mode_count_slq,mode_count_slq_se,mode_fraction_slq,cumulative_energy_lanczos,cumulative_energy_per_n,shape_bridge,operator,reorthogonalization,mode_count_exact,mode_fraction_exact,cumulative_energy_exact,cumulative_energy_exact_per_n,energy_error_per_n,mode_fraction_error,shape_bridge_exact
64,0,0.010375292997799273,1.1271679002276855,0.23619123742224854,0.00035223996882115173,1.264954053978608,0.000395298141868315,0.002696169301547527,exact_precision,full,1.0,0.0003125,1.2649512413642174,0.00039529726292631795,8.789419970317569e-10,3.973996882115173e-05,0.004175863292949143
64,1,0.010956913472676008,2.0784180185111802,0.38934312794168613,0.0006495056307847439,10.072962952417043,0.003147800922630326,0.10172750825874943,exact_precision,full,2.0,0.000625,8.380018450986352,0.002618755765933235,0.0005290451566970911,2.4505630784743852e-05,0.08147817618912226
64,2,0.011042674650955,3.019340285203463,0.40743537599291296,0.0009435438391260822,10.072962952417043,0.003147800922630326,0.09077891114775274,exact_precision,full,3.0,0.0009375,8.960433787269286,0.002800135558521652,0.0003476653641086741,6.043839126082268e-06,0.07709734066855536
64,3,0.011261786554620087,3.959016596676843,0.48536556151714166,0.0012371926864615135,29.698253942449515,0.009280704357015473,0.3251609493810091,exact_precision,full,4.0,0.00125,28.592024522790425,0.008935007663372008,0.0003456966936434658,-1.2807313538486503e-05,0.310856197638466
64,4,0.011497794622390067,4.482382423754947,0.45659220309113596,0.001400744507423421,29.698253942449515,0.009280704357015473,0.31907105036896277,exact_precision,full,5.0,0.0015625,28.644651071303237,0.00895145345978226,0.000329250897233212,-0.0001617554925765791,0.2998780022707726
64,5,0.011719420696100737,5.4139525644190165,0.6303415028873318,0.0016918601763809427,55.56756823208569,0.01736486507252678,0.6315977034714858,exact_precision,full,6.0,0.001875,47.947845372223924,0.014983701678819976,0.0023811633937068023,-0.0001831398236190572,0.5295319038081776
64,6,0.011961477934391774,6.739240643022253,0.6382534497133646,0.002106012700944454,55.56756823208569,0.01736486507252678,0.6161766153090785,exact_precision,full,7.0,0.0021875,64.46050769691973,0.020143908655287417,-0.0027790435827606385,-8.148729905554626e-05,0.7243041556427716
64,7,0.012084909447374712,7.45609749981483,0.6703300263397833,0.0023300304686921344,76.70890167536542,0.023971531773551696,0.8721019174486514,exact_precision,full,8.0,0.0025,71.52344158190925,0.02235107549434664,0.0016204562792050535,-0.0001699695313078656,0.8009548019810371
64,8,0.012243635668938983,7.45609749981483,0.6703300263397833,0.0023300304686921344,76.70890167536542,0.023971531773551696,0.8721019174486514,exact_precision,full,9.0,0.0028125,75.0656327029272,0.02345801021966475,0.0005135215538869442,-0.00048246953130786545,0.833596163769658
64,9,0.012465237226338277,8.725313360240444,0.8910977948943527,0.002726660425075139,76.70890167536542,0.023971531773551696,0.8573332871434749,exact_precision,full,10.0,0.003125,75.89686058021458,0.023717768931317055,0.0002537628422346394,-0.00039833957492486135,0.8323504850116464
64,10,0.012665229273001564,10.637997009801273,0.8512659471642493,0.0033243740655628977,76.70890167536542,0.023971531773551696,0.8350772481260872,exact_precision,full,11.0,0.0034375,76.47502645241958,0.02389844576638112,7.308600717057523e-05,-0.00011312593443710229,0.8279415311901055
64,11,0.012839159883919253,11.740948177853548,0.851856376775815,0.003669046305579234,76.70890167536542,0.023971531773551696,0.8222432783077741,exact_precision,full,12.0,0.00375,76.53819039146825,0.02391818449733383,5.334727621786772e-05,-8.095369442076604e-05,0.8170950532041102
64,12,0.012985826502445952,11.740948177853548,0.851856376775815,0.003669046305579234,76.70890167536542,0.023971531773551696,0.8222432783077741,exact_precision,full,13.0,0.0040625,100.82893139545125,0.03150904106107852,-0.0075375092875268205,-0.0003934536944207663,1.1090932885297942
64,13,0.013096750472695902,11.829765838818586,0.8611882447612739,0.003696801824630808,111.11859897757373,0.03472456218049179,1.2513310098644075,exact_precision,full,14.0,0.004375,102.24146310989576,0.03195045722184243,0.0027741049586493638,-0.0006781981753691923,1.1151139077362469
64,14,0.013323997389979117,14.763018320932579,1.1042030619866026,0.0046134432252914305,111.11859897757373,0.03472456218049179,1.2171996041273594,exact_precision,full,15.0,0.0046875,110.22685687577604,0.034445892773680015,0.0002786694068117779,-7.405677470856929e-05,1.2032953025856468
64,15,0.013545442428357646,17.048773037447013,1.0952396480093152,0.005327741574202191,111.11859897757373,0.03472456218049179,1.1906025000183742,exact_precision,full,16.0,0.005,110.27473206373936,0.03446085376991855,0.00026370841057323793,0.0003277415742021913,1.192257715211085
64,16,0.01363161826549193,17.233283251726373,1.065718251378185,0.005385401016164491,111.11859897757373,0.03472456218049179,1.1884555341418943,exact_precision,full,17.0,0.0053125,110.65689968119771,0.03458028115037429,0.00014428103011750347,7.290101616449097e-05,1.1853987832052106
64,17,0.01376474562987975,17.233283251726373,1.065718251378185,0.005385401016164491,111.11859897757373,0.03472456218049179,1.1884555341418943,exact_precision,full,18.0,0.005625,114.95124346726904,0.035922263583521574,-0.001197701403029785,-0.00023959898383550844,1.2274420533069985
64,18,0.014042576958544845,17.233283251726373,1.065718251378185,0.005385401016164491,120.80230224687904,0.0377507194521497,1.3095018250082107,exact_precision,full,19.0,0.0059375,115.24629883715616,0.0360144683866113,0.001736251065538399,-0.0005520989838355087,1.219494218206484
64,19,0.014271371568190411,18.576722081884217,1.3182436439220195,0.005805225650588818,120.80230224687904,0.0377507194521497,1.2938695342065762,exact_precision,full,20.0,0.00625,117.84629815737463,0.036826968174179575,0.0009237512779701262,-0.0004447743494111825,1.2403581824851115
64,20,0.014356742731788396,19.867220779718092,1.462840016106071,0.006208506493661904,120.80230224687904,0.0377507194521497,1.278853256225911,exact_precision,full,21.0,0.0065625,118.45266236569648,0.037016456989280154,0.0007342624628695482,-0.00035399350633809595,1.236301707865031
64,21,0.014453690729321147,23.427510330169238,1.3873288022289458,0.007321096978177887,120.80230224687904,0.0377507194521497,1.2374256300911697,exact_precision,full,22.0,0.006875,120.88308286381273,0.03777596339494148,-2.524394279177944e-05,0.0004460969781778868,1.2550459368673805
64,22,0.014551359935160366,24.49659954064437,1.2937363195105496,0.007655187356451366,120.80230224687904,0.0377507194521497,1.2249856789330855,exact_precision,full,23.0,0.0071875,121.86303602151088,0.03808219875672215,-0.0003314793045724507,0.00046768735645136544,1.2556593241145038
64,23,0.014726306290177512,25.138740465073194,1.1286675959696104,0.007855856395335373,120.80230224687904,0.0377507194521497,1.2175137096547206,exact_precision,full,24.0,0.0075,121.93764995939706,0.03810551561231158,-0.0003547961601618832,0.0003558563953353737,1.2449559711139775
64,24,0.014910657409724984,25.138740465073194,1.1286675959696104,0.007855856395335373,120.80230224687904,0.0377507194521497,1.2175137096547206,exact_precision,full,25.0,0.0078125,123.90010149843329,0.0387187817182604,-0.000968062266110703,4.3356395335373416e-05,1.2578505881278268
64,25,0.015095877650453365,25.138740465073194,1.1286675959696104,0.007855856395335373,120.80230224687904,0.0377507194521497,1.2175137096547206,exact_precision,full,26.0,0.008125,123.9116282431582,0.03872238382598694,-0.0009716643738372399,-0.00026914360466462686,1.2463586452127846
64,26,0.015275582661025612,25.378264798942748,1.2013454031352673,0.007930707749669608,120.80230224687904,0.0377507194521497,1.2147265979849793,exact_precision,full,27.0,0.0084375,128.31358301128984,0.04009799469102807,-0.0023472752388783748,-0.0005067922503303925,1.2897470525903265
64,27,0.015366231894471494,26.840618901728956,1.5559689859773636,0.0083876934067903,143.84029294290198,0.04495009154465687,1.4856854895339662,exact_precision,full,28.0,0.00875,130.10314000549596,0.04065723125171749,0.004292860292939382,-0.0003623065932097016,1.3004804877937992
64,28,0.015476185870403081,28.114212442359037,1.5825928351915743,0.0087856913882372,143.84029294290198,0.04495009154465687,1.470865920422752,exact_precision,full,29.0,0.0090625,142.64008555749604,0.04457502673671751,0.00037506480793935814,-0.00027680861176280006,1.4455562799696966
64,29,0.015618184861271882,31.506796473065176,1.4440758063561843,0.009845873897832867,143.84029294290198,0.04495009154465687,1.431389720281396,exact_precision,full,30.0,0.009375,143.94579134995715,0.04498305979686161,-3.29682522047392e-05,0.0004708738978328672,1.450241575151357
64,30,0.015765182331968882,32.09234699272006,1.294129043572793,0.010028858435225019,143.84029294290198,0.04495009154465687,1.424576238493604,exact_precision,full,31.0,0.0096875,144.18732298498762,0.04505853843280863,-0.00010844688815176085,0.00034135843522501916,1.4416246933651344
64,31,0.01597865416356009,32.09234699272006,1.294129043572793,0.010028858435225019,143.84029294290198,0.04495009154465687,1.424576238493604,exact_precision,full,32.0,0.01,145.44260072384967,0.04545081272620302,-0.0005007211815461509,2.885843522501888e-05,1.4456796378768064
64,32,0.016216699717407038,32.09234699272006,1.294129043572793,0.010028858435225019,143.84029294290198,0.04495009154465687,1.424576238493604,exact_precision,full,33.0,0.0103125,146.9593890085961,0.045924809065186284,-0.0009747175205294134,-0.0002836415647749814,1.4530034642120333
