dataset_id,data_kind,date,method,index,frac_index,eigenvalue,whitened_score,squared_score,cumulative_squared_score,expected,scaled_cumulative,scaled_expected,scaled_band_lower,scaled_band_upper
synthetic_20240719,synthetic,2024-07-19,fixed,1,0.0003133813851,32.38308232,-1.071631526,1.148394126,1.148394126,1,0.0003598853421,0.0003133813851,-0.03368700322,0.03431376599
synthetic_20240719,synthetic,2024-07-19,fixed,2,0.0006267627703,32.09922017,1.360744544,1.851625713,3.00001984,2,0.0009401503729,0.0006267627703,-0.03337362183,0.03462714737
synthetic_20240719,synthetic,2024-07-19,fixed,3,0.0009401441554,31.86492832,-1.65846781,2.750515476,5.750535316,3,0.001802110723,0.0009401441554,-0.03306024044,0.03494052876
synthetic_20240719,synthetic,2024-07-19,fixed,4,0.001253525541,31.3717596,0.0359638449,0.00129339814,5.751828714,4,0.001802516049,0.001253525541,-0.03274685906,0.03525391014
synthetic_20240719,synthetic,2024-07-19,fixed,5,0.001566906926,30.9427412,0.7903471016,0.6246485411,6.376477255,5,0.001998269275,0.001566906926,-0.03243347767,0.03556729153
synthetic_20240719,synthetic,2024-07-19,fixed,6,0.001880288311,30.85513889,0.6420059835,0.4121716829,6.788648938,6,0.002127436207,0.001880288311,-0.03212009629,0.03588067291
synthetic_20240719,synthetic,2024-07-19,fixed,7,0.002193669696,30.49613971,-0.4218580437,0.177964209,6.966613147,7,0.002183206878,0.002193669696,-0.0318067149,0.0361940543
synthetic_20240719,synthetic,2024-07-19,fixed,8,0.002507051081,30.26727475,-1.916966192,3.674759381,10.64137253,8,0.003334808063,0.002507051081,-0.03149333352,0.03650743568
synthetic_20240719,synthetic,2024-07-19,fixed,9,0.002820432466,30.18082157,1.060477298,1.124612099,11.76598463,9,0.00368724056,0.002820432466,-0.03117995213,0.03682081707
synthetic_20240719,synthetic,2024-07-19,fixed,10,0.003133813851,30.15933283,-1.690357005,2.857306803,14.62329143,10,0.004582667324,0.003133813851,-0.03086657075,0.03713419845
synthetic_20240719,synthetic,2024-07-19,fixed,11,0.003447195237,29.85374849,-0.03068896419,0.0009418125228,14.62423324,11,0.00458296247,0.003447195237,-0.03055318936,0.03744757984
synthetic_20240719,synthetic,2024-07-19,fixed,12,0.003760576622,29.71541608,0.6975487334,0.4865742355,15.11080748,12,0.004735445778,0.003760576622,-0.03023980798,0.03776096122
synthetic_20240719,synthetic,2024-07-19,fixed,13,0.004073958007,29.49095105,1.563346014,2.444050761,17.55485824,13,0.005501365791,0.004073958007,-0.02992642659,0.03807434261
synthetic_20240719,synthetic,2024-07-19,fixed,14,0.004387339392,29.32558927,0.04249691035,0.00180598739,17.55666423,14,0.005501931754,0.004387339392,-0.02961304521,0.03838772399
synthetic_20240719,synthetic,2024-07-19,fixed,15,0.004700720777,29.15933128,2.736852868,7.490363623,25.04702785,15,0.007849272281,0.004700720777,-0.02929966382,0.03870110538
synthetic_20240719,synthetic,2024-07-19,fixed,16,0.005014102162,28.78806893,0.5299918634,0.2808913753,25.32791922,16,0.007937298409,0.005014102162,-0.02898628244,0.03901448676
synthetic_20240719,synthetic,2024-07-19,fixed,17,0.005327483547,28.65539431,-0.8772076709,0.7694932979,26.09741252,17,0.008178443285,0.005327483547,-0.02867290105,0.03932786815
synthetic_20240719,synthetic,2024-07-19,fixed,18,0.005640864933,28.58431669,-0.1465260716,0.02146988965,26.11888241,18,0.008185171549,0.005640864933,-0.02835951967,0.03964124953
synthetic_20240719,synthetic,2024-07-19,fixed,19,0.005954246318,28.55115518,0.1831660423,0.03354979904,26.15243221,19,0.008195685431,0.005954246318,-0.02804613828,0.03995463092
synthetic_20240719,synthetic,2024-07-19,fixed,20,0.006267627703,28.11226958,1.31104644,1.718842768,27.87127498,20,0.008734338759,0.006267627703,-0.0277327569,0.0402680123
synthetic_20240719,synthetic,2024-07-19,fixed,21,0.006581009088,27.96445828,-0.7840891446,0.6147957867,28.48607077,21,0.008927004314,0.006581009088,-0.02741937551,0.04058139369
synthetic_20240719,synthetic,2024-07-19,fixed,22,0.006894390473,27.79194575,0.573256747,0.328623298,28.81469406,22,0.009029988738,0.006894390473,-0.02710599413,0.04089477507
synthetic_20240719,synthetic,2024-07-19,fixed,23,0.007207771858,27.69545171,1.990082267,3.960427428,32.77512149,23,0.01027111297,0.007207771858,-0.02679261274,0.04120815646
synthetic_20240719,synthetic,2024-07-19,fixed,24,0.007521153243,27.58604898,1.363949998,1.860359598,34.63548109,24,0.01085411504,0.007521153243,-0.02647923136,0.04152153784
synthetic_20240719,synthetic,2024-07-19,fixed,25,0.007834534629,27.43897964,0.2303813338,0.05307555895,34.68855665,25,0.01087074793,0.007834534629,-0.02616584997,0.04183491923
synthetic_20240719,synthetic,2024-07-19,fixed,26,0.008147916014,27.33205468,-1.782695164,3.178002047,37.8665587,26,0.01186667461,0.008147916014,-0.02585246859,0.04214830061
synthetic_20240719,synthetic,2024-07-19,fixed,27,0.008461297399,26.97554258,1.536763484,2.361642005,40.2282007,27,0.01260676926,0.008461297399,-0.0255390872,0.042461682
synthetic_20240719,synthetic,2024-07-19,fixed,28,0.008774678784,26.95126287,1.416581004,2.00670174,42.23490244,28,0.01323563223,0.008774678784,-0.02522570582,0.04277506338
synthetic_20240719,synthetic,2024-07-19,fixed,29,0.009088060169,26.68890476,0.924514596,0.8547272382,43.08962968,29,0.01350348783,0.009088060169,-0.02491232443,0.04308844477
